    2       1.385805477685e-10       4.285084637770e-15       3.565939442393e-13       0.000000000000e+00       8.355888236178e-09       4.615139646116e-10      -1.869813542352e-12 
    3       1.311126178984e-10       5.502851305518e-15       4.021290644476e-13       0.000000000000e+00       5.211366724163e-09       3.286988751506e-10      -1.417975334387e-12 
    4       1.240836890344e-10       4.763240341821e-15       3.768130222818e-13       0.000000000000e+00       3.642356390752e-09       2.496046782485e-10      -9.297953082439e-13 
    5       1.188337503420e-10       3.178510869656e-15       3.214082160438e-13       0.000000000000e+00       2.726040047937e-09       1.975898104359e-10      -5.182661914393e-13 
    6       1.152467610157e-10       1.776110428242e-15       2.591122120375e-13       0.000000000000e+00       2.133575483623e-09       1.610743607542e-10      -2.149472800206e-13 
    7       1.129435820694e-10       9.563940798669e-16       2.035051630213e-13       0.000000000000e+00       1.725285106057e-09       1.342843395374e-10      -2.170635970555e-14 
    8       1.116140339508e-10       6.124313610651e-16       1.606461218041e-13       0.000000000000e+00       1.429609127118e-09       1.139673850228e-10       7.661575233363e-14 
    9       1.110026046372e-10       4.884051437593e-16       1.319966858046e-13       0.000000000000e+00       1.206764315864e-09       9.814654919258e-11       1.038665448870e-13 
   10       1.109014281093e-10       4.160665031089e-16       1.162833795330e-13       0.000000000000e+00       1.033791715668e-09       8.555875889318e-11       8.645956513891e-14 
   11       1.112204642802e-10       3.522889962141e-16       1.107753221135e-13       0.000000000000e+00       8.695844691048e-10       7.556213500297e-11       4.896249786808e-14 
   12       1.118492051765e-10       3.113318306393e-16       1.123903009208e-13       0.000000000000e+00       7.610155733273e-10       6.695722842373e-11       9.187695913668e-15 
   13       1.127144382386e-10       3.027448416714e-16       1.183267686633e-13       0.000000000000e+00       6.717739817660e-10       5.989779962968e-11      -2.084856518555e-14 
   14       1.137425788844e-10       3.178512134795e-16       1.264280609685e-13       0.000000000000e+00       5.974283861876e-10       5.371973307909e-11      -3.688428057138e-14 
   15       1.149442857543e-10       3.452715538981e-16       1.354016695944e-13       0.000000000000e+00       5.347723871668e-10       4.851908853583e-11      -3.924157602316e-14 
   16       1.162829971913e-10       3.833528534743e-16       1.445479230793e-13       0.000000000000e+00       4.814375328291e-10       4.406532759514e-11      -3.204072134009e-14 
   17       1.177181605724e-10       4.382247308081e-16       1.536396969286e-13       0.000000000000e+00       4.356329931334e-10       4.019600983451e-11      -2.059671807106e-14 
   18       1.192272001272e-10       5.155037374406e-16       1.628947344964e-13       0.000000000000e+00       3.958321669146e-10       3.677378739584e-11      -9.920905977589e-15 
   19       1.208224271793e-10       6.155553779791e-16       1.725460854769e-13       0.000000000000e+00       3.614195324952e-10       3.377313308791e-11      -2.605581376873e-15 
   20       1.224723384824e-10       7.363573332459e-16       1.827710271951e-13       0.000000000000e+00       3.310785872735e-10       3.113227249498e-11      -2.692570431763e-16 
   21       1.241876619064e-10       8.772650108130e-16       1.935322422403e-13       0.000000000000e+00       3.043412620907e-10       2.880452186193e-11      -2.225416269149e-15 
   22       1.259602187315e-10       1.037771201027e-15       2.046373026657e-13       0.000000000000e+00       2.805766341617e-10       2.670963754613e-11      -6.593115895711e-15 
   23       1.277842186401e-10       1.218076400905e-15       2.157192424920e-13       0.000000000000e+00       2.594637637184e-10       2.481836335479e-11      -1.160132100501e-14 
   24       1.296366979807e-10       1.418402018927e-15       2.263176736419e-13       0.000000000000e+00       2.405200839804e-10       2.309847283700e-11      -1.540807792859e-14 
   25       1.315343515179e-10       1.638811119519e-15       2.361573140600e-13       0.000000000000e+00       2.235269152791e-10       2.155130617027e-11      -1.721941043939e-14 
   26       1.334870305065e-10       1.879582087324e-15       2.450219753336e-13       0.000000000000e+00       2.081808020164e-10       2.016982868227e-11      -1.674877972436e-14 
   27       1.354778540468e-10       2.142934801746e-15       2.527936000847e-13       0.000000000000e+00       1.943006333362e-10       1.892291099071e-11      -1.463987816285e-14 
   28       1.374744383897e-10       2.431682155691e-15       2.594166218553e-13       0.000000000000e+00       1.816500287684e-10       1.776589954882e-11      -1.192201585330e-14 
   29       1.394869446912e-10       2.747437751868e-15       2.649572988137e-13       0.000000000000e+00       1.701662996490e-10       1.669791908996e-11      -9.277890202028e-15 
   30       1.415290609365e-10       3.091436714415e-15       2.695602703223e-13       0.000000000000e+00       1.597280865466e-10       1.572419166168e-11      -7.402434749170e-15 
   31       1.436039872012e-10       3.464827042447e-15       2.733740389479e-13       0.000000000000e+00       1.501248336330e-10       1.484091220844e-11      -6.927830646610e-15 
