# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
   15       1.154563900552e-10       3.243939981231e-16       1.311415971044e-13       0.000000000000e+00       5.109708421817e-10       4.669070601990e-11      -3.803959836904e-14 
   16       1.168337864107e-10       3.582675110969e-16       1.397444300513e-13       0.000000000000e+00       4.594205043674e-10       4.234351072476e-11      -3.125497325116e-14 
   17       1.183382222674e-10       4.076892200925e-16       1.482932035258e-13       0.000000000000e+00       4.151943171959e-10       3.854940289538e-11      -2.009730965017e-14 
   18       1.199068396890e-10       4.781850569964e-16       1.570466233200e-13       0.000000000000e+00       3.768048326495e-10       3.524101017849e-11      -9.489347291225e-15 
   19       1.215514356579e-10       5.700585386051e-16       1.662293259908e-13       0.000000000000e+00       3.436447823189e-10       3.237122202813e-11      -2.051028035452e-15 
   20       1.232653502104e-10       6.812459172066e-16       1.759854430824e-13       0.000000000000e+00       3.144370607441e-10       2.982392033624e-11       5.023500080402e-16 
   21       1.250506212751e-10       8.110844989004e-16       1.862690241359e-13       0.000000000000e+00       2.887237726874e-10       2.755292003511e-11      -1.245494776933e-15 
   22       1.268816899741e-10       9.590765646674e-16       1.968934482009e-13       0.000000000000e+00       2.658906961121e-10       2.550155397309e-11      -5.518021429395e-15 
   23       1.287639824449e-10       1.125420734908e-15       2.075296995489e-13       0.000000000000e+00       2.456244861201e-10       2.366148971621e-11      -1.055224779493e-14 
   24       1.306916786714e-10       1.310346034219e-15       2.177603925570e-13       0.000000000000e+00       2.274571641019e-10       2.201638690995e-11      -1.447311672115e-14 
   25       1.326673923658e-10       1.513919123156e-15       2.272955770047e-13       0.000000000000e+00       2.111753474380e-10       2.054519829509e-11      -1.644013490791e-14 
   26       1.346805019350e-10       1.736393627093e-15       2.358867172936e-13       0.000000000000e+00       1.964845982753e-10       1.921104145552e-11      -1.611315583768e-14 
   27       1.367264502118e-10       1.979796592090e-15       2.434154606798e-13       0.000000000000e+00       1.832087967534e-10       1.799693814154e-11      -1.411149097530e-14 
   28       1.387938889051e-10       2.246683648238e-15       2.498352186479e-13       0.000000000000e+00       1.711191526834e-10       1.688441052217e-11      -1.144917407115e-14 
   29       1.408925492001e-10       2.538470771695e-15       2.552149427812e-13       0.000000000000e+00       1.601540473350e-10       1.587126550760e-11      -8.800376871134e-15 
   30       1.430274481987e-10       2.856198706280e-15       2.596996156359e-13       0.000000000000e+00       1.501958869417e-10       1.495121387244e-11      -6.854319178882e-15 
   31       1.451930532933e-10       3.200872433690e-15       2.634364229958e-13       0.000000000000e+00       1.410416975797e-10       1.410927479649e-11      -6.246821988510e-15 
   32       1.473928260872e-10       3.573546540381e-15       2.663675133518e-13       0.000000000000e+00       1.326442362592e-10       1.333700145542e-11      -6.787385145972e-15 
   33       1.496242909614e-10       3.975263324020e-15       2.683583967504e-13       0.000000000000e+00       1.249441049713e-10       1.262121620752e-11      -7.928942806578e-15 
   34       1.518779985910e-10       4.406980629515e-15       2.692589768740e-13       0.000000000000e+00       1.178335303890e-10       1.194542551441e-11      -9.064694541651e-15 
   35       1.541565474039e-10       4.869413353907e-15       2.689370824694e-13       0.000000000000e+00       1.112761345417e-10       1.131159579947e-11      -9.912106848651e-15 
   36       1.564604600252e-10       5.363123375193e-15       2.672542798478e-13       0.000000000000e+00       1.052193354339e-10       1.072524073830e-11      -1.025471052183e-14 
   37       1.587859294980e-10       5.888644489187e-15       2.640846429609e-13       0.000000000000e+00       9.958433082600e-11       1.018889335420e-11      -9.920300412067e-15 
   38       1.611373371655e-10       6.446798187127e-15       2.594134597220e-13       0.000000000000e+00       9.435657713327e-11       9.700365302333e-12      -9.060957477289e-15 
   39       1.635177052932e-10       7.038475946184e-15       2.532718732478e-13       0.000000000000e+00       8.951949942325e-11       9.253381315596e-12      -7.969360477790e-15 
   40       1.659246061515e-10       7.664553444619e-15       2.457120943278e-13       0.000000000000e+00       8.502696838801e-11       8.837626302952e-12      -7.009767403527e-15 
   41       1.683529694174e-10       8.325844740525e-15       2.367861897507e-13       0.000000000000e+00       8.081937367918e-11       8.441880299203e-12      -6.522729870524e-15 
   42       1.708059939219e-10       9.022949259834e-15       2.264710766452e-13       0.000000000000e+00       7.688433441468e-11       8.065436642639e-12      -6.490823074595e-15 
   43       1.732868145296e-10       9.756353323269e-15       2.147212579331e-13       0.000000000000e+00       7.321141266950e-11       7.709850505176e-12      -6.771876702951e-15 
   44       1.757950836075e-10       1.052646667132e-14       2.014889363567e-13       0.000000000000e+00       6.977389557216e-11       7.375710487801e-12      -7.187282335379e-15 
   45       1.783286042020e-10       1.133366351858e-14       1.867252221458e-13       0.000000000000e+00       6.653833831827e-11       7.062773949467e-12      -7.561493936445e-15 
   46       1.808896274311e-10       1.217842997443e-14       1.703848316895e-13       0.000000000000e+00       6.349964856399e-11       6.770630728717e-12      -7.859920574675e-15 
   47       1.834798490088e-10       1.306125374992e-14       1.524223278946e-13       0.000000000000e+00       6.065428692667e-11       6.498086629139e-12      -8.088425833797e-15 
   48       1.860983672967e-10       1.398258140164e-14       1.327905771462e-13       0.000000000000e+00       5.798968489974e-11       6.242882406022e-12      -8.255301041619e-15 
   49       1.887414511785e-10       1.494281684818e-14       1.114405608588e-13       0.000000000000e+00       5.548357340968e-11       6.001617781528e-12      -8.371416942985e-15 
   50       1.914047208682e-10       1.594229353621e-14       8.832657308791e-14       0.000000000000e+00       5.311068957949e-11       5.770722518460e-12      -8.450897356756e-15 
   51       1.940909267273e-10       1.698118547391e-14       6.342391380299e-14       0.000000000000e+00       5.086660093129e-11       5.549856670025e-12      -8.513003835649e-15 
   52       1.968038806757e-10       1.805956948419e-14       3.671567250774e-14       0.000000000000e+00       4.874918736375e-11       5.339301944988e-12      -8.581024752030e-15 
   53       1.995461120394e-10       1.917744678548e-14       8.187825403536e-15       0.000000000000e+00       4.675151160825e-11       5.138969238597e-12      -8.681970081351e-15 
   54       2.023187489738e-10       2.033474026821e-14      -2.217069959795e-14       0.000000000000e+00       4.486149499556e-11       4.948371921099e-12      -8.846747639077e-15 
   55       2.051220995524e-10       2.153134093597e-14      -5.436823494931e-14       0.000000000000e+00       4.306560237392e-11       4.766860613289e-12      -9.100393628406e-15 
   56       2.079578357214e-10       2.276726697868e-14      -8.841122032347e-14       0.000000000000e+00       4.136171162852e-11       4.594457005107e-12      -9.429518518222e-15 
   57       2.108271441910e-10       2.404253944614e-14      -1.243034522602e-13       0.000000000000e+00       3.974887330683e-11       4.431180388214e-12      -9.807082715160e-15 
   58       2.137299849768e-10       2.535713575504e-14      -1.620457724739e-13       0.000000000000e+00       3.822341719914e-11       4.276788153120e-12      -1.020142704721e-14 
   59       2.166650000839e-10       2.671098888098e-14      -2.016360136367e-13       0.000000000000e+00       3.677878430593e-11       4.130759265500e-12      -1.057606150624e-14 
   60       2.196294221900e-10       2.810398655040e-14      -2.430689451614e-13       0.000000000000e+00       3.540535880529e-11       3.992277742515e-12      -1.088945399055e-14 
   61       2.226203576335e-10       2.953589247761e-14      -2.863366926675e-13       0.000000000000e+00       3.409313817040e-11       3.860460062110e-12      -1.110451497003e-14 
   62       2.256391784831e-10       3.100609124478e-14      -3.314302290577e-13       0.000000000000e+00       3.284082402022e-11       3.735134420688e-12      -1.122001718942e-14 
   63       2.286879587593e-10       3.251378446302e-14      -3.783381234434e-13       0.000000000000e+00       3.164848291742e-11       3.616207862644e-12      -1.124588567031e-14 
   64       2.317681403578e-10       3.405806045774e-14      -4.270460585845e-13       0.000000000000e+00       3.051481184352e-11       3.503429172130e-12      -1.119421859133e-14 
   65       2.348804853391e-10       3.563789098714e-14      -4.775367917019e-13       0.000000000000e+00       2.943706021865e-11       3.396380089183e-12      -1.107938367499e-14 
   66       2.380250282175e-10       3.725212796073e-14      -5.297901152896e-13       0.000000000000e+00       2.841095192126e-11       3.294466525852e-12      -1.091811457452e-14 
   67       2.412010282508e-10       3.889950015783e-14      -5.837828179280e-13       0.000000000000e+00       2.743060730785e-11       3.196909782325e-12      -1.072960726065e-14 
   68       2.444075989077e-10       4.057874477778e-14      -6.394902946524e-13       0.000000000000e+00       2.649011353372e-11       3.102946288427e-12      -1.053193192235e-14 
   69       2.476458510274e-10       4.228904037860e-14      -6.968918445652e-13       0.000000000000e+00       2.558877931113e-11       3.012493460636e-12      -1.033020895728e-14 
   70       2.509171002067e-10       4.402965617112e-14      -7.559663811936e-13       0.000000000000e+00       2.472680970847e-11       2.925603605406e-12      -1.012619927113e-14 
   71       2.542221981979e-10       4.579982511309e-14      -8.166908808572e-13       0.000000000000e+00       2.390371687616e-11       2.842263942602e-12      -9.921778895352e-15 
   72       2.575615025174e-10       4.759874407605e-14      -8.790403856690e-13       0.000000000000e+00       2.311828422241e-11       2.762393154755e-12      -9.718941141611e-15 
   73       2.609348460543e-10       4.942557401225e-14      -9.429880065363e-13       0.000000000000e+00       2.236853058898e-11       2.685837936325e-12      -9.519798756237e-15 
   74       2.643415066786e-10       5.127944012150e-14      -1.008504926161e-12       0.000000000000e+00       2.165167442693e-11       2.612369542952e-12      -9.326586074670e-15 
   75       2.677801768502e-10       5.315943201813e-14      -1.075560402040e-12       0.000000000000e+00       2.096409797244e-11       2.541680340719e-12      -9.141661175903e-15 
   76       2.712495676247e-10       5.506454009994e-14      -1.144121433806e-12       0.000000000000e+00       2.030224535589e-11       2.473465009178e-12      -8.967198049495e-15 
   77       2.747504150142e-10       5.699345089053e-14      -1.214151688577e-12       0.000000000000e+00       1.966558519540e-11       2.407688873779e-12      -8.804193527201e-15 
   78       2.782837859807e-10       5.894471450648e-14      -1.285612384179e-12       0.000000000000e+00       1.905412567109e-11       2.344362463188e-12      -8.653282333380e-15 
   79       2.818504593946e-10       6.091680402156e-14      -1.358462603605e-12       0.000000000000e+00       1.846751211540e-11       2.283459509335e-12      -8.515026873040e-15 
   80       2.854509086521e-10       6.290811432533e-14      -1.432659291129e-12       0.000000000000e+00       1.790501033991e-11       2.224915232569e-12      -8.389913029734e-15 
   81       2.890852842922e-10       6.491696098186e-14      -1.508157248429e-12       0.000000000000e+00       1.736548996214e-11       2.168624626803e-12      -8.278345963473e-15 
   82       2.927533966144e-10       6.694157908836e-14      -1.584909130700e-12       0.000000000000e+00       1.684740773243e-11       2.114440744670e-12      -8.180645908621e-15 
   83       2.964546982956e-10       6.898012213390e-14      -1.662865442774e-12       0.000000000000e+00       1.634879086072e-11       2.062172982675e-12      -8.097043971806e-15 
   84       3.001885782423e-10       7.103073127618e-14      -1.741975100059e-12       0.000000000000e+00       1.586771654282e-11       2.011634735575e-12      -8.027411701960e-15 
   85       3.039553371939e-10       7.309175886791e-14      -1.822187226707e-12       0.000000000000e+00       1.540387839961e-11       1.962799192877e-12      -7.970407494573e-15 
   86       3.077553427352e-10       7.516158006607e-14      -1.903449649812e-12       0.000000000000e+00       1.495725035822e-11       1.915666346098e-12      -7.924180317070e-15 
   87       3.115887204696e-10       7.723852575003e-14      -1.985708366622e-12       0.000000000000e+00       1.452760533051e-11       1.870215043850e-12      -7.886614806363e-15 
   88       3.154553418669e-10       7.932088256367e-14      -2.068907550146e-12       0.000000000000e+00       1.411450687941e-11       1.826402106724e-12      -7.855322592335e-15 
   89       3.193548121115e-10       8.140689295757e-14      -2.152989554771e-12       0.000000000000e+00       1.371730088519e-11       1.784161442184e-12      -7.827633621327e-15 
   90       3.232864579509e-10       8.349475523116e-14      -2.237894921863e-12       0.000000000000e+00       1.333510721180e-11       1.743403159445e-12      -7.800587479623e-15 
   91       3.272493155435e-10       8.558262357488e-14      -2.323562385386e-12       0.000000000000e+00       1.296681137317e-11       1.704012684367e-12      -7.770924716938e-15 
   92       3.312421183069e-10       8.766860811239e-14      -2.409928877510e-12       0.000000000000e+00       1.261105619956e-11       1.665849874337e-12      -7.735078169903e-15 
   93       3.352636584506e-10       8.975080275429e-14      -2.496930462235e-12       0.000000000000e+00       1.226656390970e-11       1.628783362260e-12      -7.689994057119e-15 
   94       3.393139601676e-10       9.182737345990e-14      -2.584505284708e-12       0.000000000000e+00       1.193317583872e-11       1.592801419672e-12      -7.635755373758e-15 
   95       3.433932612443e-10       9.389648338984e-14      -2.672591077926e-12       0.000000000000e+00       1.161095440490e-11       1.557916208544e-12      -7.573338849598e-15 
   96       3.475016481699e-10       9.595626669541e-14      -2.761124292340e-12       0.000000000000e+00       1.129986288971e-11       1.524129641703e-12      -7.503823010665e-15 
   97       3.516390491135e-10       9.800482894255e-14      -2.850040114210e-12       0.000000000000e+00       1.099976163959e-11       1.491432981302e-12      -7.428390892862e-15 
   98       3.558052269025e-10       1.000402475358e-13      -2.939272483952e-12       0.000000000000e+00       1.071040426769e-11       1.459806437292e-12      -7.348332755593e-15 
   99       3.599997719996e-10       1.020605721420e-13      -3.028754114485e-12       0.000000000000e+00       1.043143385558e-11       1.429218765893e-12      -7.265048795383e-15 
  100       3.642220954809e-10       1.040638251147e-13      -3.118416509587e-12       0.000000000000e+00       1.016237915505e-11       1.399626868062e-12      -7.180051859509e-15 
  101       3.684714220132e-10       1.060480019177e-13      -3.208189982235e-12       0.000000000000e+00       9.902650789779e-12       1.370975387967e-12      -7.094970159618e-15 
  102       3.727467828322e-10       1.080110715489e-13      -3.298003672964e-12       0.000000000000e+00       9.651537457142e-12       1.343196311458e-12      -7.011549985355e-15 
  103       3.770470087195e-10       1.099509769647e-13      -3.387785568207e-12       0.000000000000e+00       9.408202129911e-12       1.316208564534e-12      -6.931658417986e-15 
  104       3.813709654620e-10       1.118656866029e-13      -3.477463117649e-12       0.000000000000e+00       9.171871851837e-12       1.289937075150e-12      -6.856882960312e-15 
  105       3.857183115770e-10       1.137533559671e-13      -3.566965141716e-12       0.000000000000e+00       8.942444504529e-12       1.264373756047e-12      -6.787262986285e-15 
  106       3.900888303296e-10       1.156121887619e-13      -3.656220217163e-12       0.000000000000e+00       8.719957306468e-12       1.239524049593e-12      -6.722391189954e-15 
  107       3.944821920864e-10       1.174403887164e-13      -3.745156125723e-12       0.000000000000e+00       8.504398887873e-12       1.215388014707e-12      -6.661799671562e-15 
  108       3.988979499582e-10       1.192361605698e-13      -3.833699879033e-12       0.000000000000e+00       8.295707619848e-12       1.191960139207e-12      -6.604958221681e-15 
  109       4.033355354421e-10       1.209977110565e-13      -3.921777743570e-12       0.000000000000e+00       8.093769943524e-12       1.169229152165e-12      -6.551272605343e-15 
  110       4.077942540637e-10       1.227232498919e-13      -4.009315265579e-12       0.000000000000e+00       7.898418699211e-12       1.147177836265e-12      -6.500082846174e-15 
  111       4.122732810195e-10       1.244109907576e-13      -4.096237296010e-12       0.000000000000e+00       7.709431455541e-12       1.125782840148e-12      -6.450661510527e-15 
  112       4.167716568195e-10       1.260591522872e-13      -4.182468015441e-12       0.000000000000e+00       7.526528838612e-12       1.105014490776e-12      -6.402211991615e-15 
  113       4.212882829289e-10       1.276659590514e-13      -4.267930959020e-12       0.000000000000e+00       7.349372861140e-12       1.084836605775e-12      -6.353866793644e-15 
  114       4.258219174106e-10       1.292296425435e-13      -4.352549041387e-12       0.000000000000e+00       7.177565251598e-12       1.065206305798e-12      -6.304685815945e-15 
  115       4.303711705680e-10       1.307484421653e-13      -4.436244581613e-12       0.000000000000e+00       7.010645783368e-12       1.046073826872e-12      -6.253654637108e-15 
  116       4.349346971061e-10       1.322206541498e-13      -4.518940296979e-12       0.000000000000e+00       6.848193206268e-12       1.027393457968e-12      -6.199900562408e-15 
  117       4.395118084395e-10       1.336447829722e-13      -4.600562368100e-12       0.000000000000e+00       6.690145534897e-12       1.009158263505e-12      -6.143374234136e-15 
  118       4.441019269933e-10       1.350194102842e-13      -4.681037795018e-12       0.000000000000e+00       6.536515744963e-12       9.913692497277e-13      -6.084248055835e-15 
  119       4.487043937529e-10       1.363431500171e-13      -4.760293494825e-12       0.000000000000e+00       6.387291899877e-12       9.740245289192e-13      -6.022706051357e-15 
  120       4.533184656439e-10       1.376146497915e-13      -4.838256335162e-12       0.000000000000e+00       6.242436387086e-12       9.571192301228e-13      -5.958944074395e-15 
  121       4.579433129119e-10       1.388325923260e-13      -4.914853167719e-12       0.000000000000e+00       6.101885154399e-12       9.406454098617e-13      -5.893170018027e-15 
  122       4.625780165026e-10       1.399956968473e-13      -4.990010861732e-12       0.000000000000e+00       5.965546946319e-12       9.245919628583e-13      -5.825604024249e-15 
  123       4.672215654414e-10       1.411027204989e-13      -5.063656337480e-12       0.000000000000e+00       5.833302540370e-12       9.089445327541e-13      -5.756478693515e-15 
  124       4.718728542133e-10       1.421524597507e-13      -5.135716599782e-12       0.000000000000e+00       5.705003983426e-12       8.936854228297e-13      -5.686039294277e-15 
  125       4.765306801431e-10       1.431437518081e-13      -5.206118771500e-12       0.000000000000e+00       5.580473828040e-12       8.787935067243e-13      -5.614543972518e-15 
  126       4.811937407747e-10       1.440754760216e-13      -5.274790127031e-12       0.000000000000e+00       5.459504368775e-12       8.642441391560e-13      -5.542263961293e-15 
  127       4.858606312515e-10       1.449465552960e-13      -5.341658125807e-12       0.000000000000e+00       5.341856878529e-12       8.500090666407e-13      -5.469483790266e-15 
  128       4.905298416960e-10       1.457559574997e-13      -5.406650445796e-12       0.000000000000e+00       5.227260844869e-12       8.360563382126e-13      -5.396501495251e-15 
  129       4.951999077424e-10       1.465027372593e-13      -5.469695708624e-12       0.000000000000e+00       5.115472128786e-12       8.223578006021e-13      -5.323586186413e-15 
  130       4.998698863705e-10       1.471861635343e-13      -5.530725673743e-12       0.000000000000e+00       5.006456276529e-12       8.089127030370e-13      -5.250845044979e-15 
  131       5.045389275627e-10       1.478056087661e-13      -5.589673349396e-12       0.000000000000e+00       4.900223967740e-12       7.957265252502e-13      -5.178342063972e-15 
  132       5.092061243217e-10       1.483605114286e-13      -5.646472360625e-12       0.000000000000e+00       4.796773556943e-12       7.828035904758e-13      -5.106139286995e-15 
  133       5.138705111455e-10       1.488503777265e-13      -5.701056987727e-12       0.000000000000e+00       4.696090731506e-12       7.701470304407e-13      -5.034296712645e-15 
  134       5.185310625040e-10       1.492747832938e-13      -5.753362204695e-12       0.000000000000e+00       4.598148169599e-12       7.577587503561e-13      -4.962872198924e-15 
  135       5.231866913141e-10       1.496333748918e-13      -5.803323717669e-12       0.000000000000e+00       4.502905198142e-12       7.456393939088e-13      -4.891921367653e-15 
  136       5.278362474159e-10       1.499258721078e-13      -5.850878003379e-12       0.000000000000e+00       4.410307450770e-12       7.337883082525e-13      -4.821497508880e-15 
  137       5.324785160482e-10       1.501520690529e-13      -5.895962347596e-12       0.000000000000e+00       4.320286525786e-12       7.222035089993e-13      -4.751651485297e-15 
  138       5.371122163244e-10       1.503118360607e-13      -5.938514883577e-12       0.000000000000e+00       4.232759644116e-12       7.108816452112e-13      -4.682431636649e-15 
  139       5.417359997083e-10       1.504051213856e-13      -5.978474630511e-12       0.000000000000e+00       4.147629307267e-12       6.998179643912e-13      -4.613883684146e-15 
  140       5.463484484899e-10       1.504319529006e-13      -6.015781531968e-12       0.000000000000e+00       4.064782955286e-12       6.890062774752e-13      -4.546050634877e-15 
  141       5.509480742611e-10       1.503924397964e-13      -6.050376494347e-12       0.000000000000e+00       3.984092624709e-12       6.784389238227e-13      -4.478972686220e-15 
  142       5.555333163913e-10       1.502867742789e-13      -6.082201425318e-12       0.000000000000e+00       3.905414606525e-12       6.681067362087e-13      -4.412687130256e-15 
  143       5.601025405036e-10       1.501152332680e-13      -6.111199272275e-12       0.000000000000e+00       3.828589104130e-12       6.579990058153e-13      -4.347228258179e-15 
  144       5.646541694348e-10       1.498781927090e-13      -6.137314553322e-12       0.000000000000e+00       3.753473745298e-12       6.481057654099e-13      -4.282618078401e-15 
  145       5.691870938857e-10       1.495761685121e-13      -6.160494928082e-12       0.000000000000e+00       3.680048563757e-12       6.384249664777e-13      -4.218837641340e-15 
  146       5.737002995464e-10       1.492097828960e-13      -6.180689855557e-12       0.000000000000e+00       3.608320765362e-12       6.289559464027e-13      -4.155852692769e-15 
  147       5.781927374913e-10       1.487797538922e-13      -6.197850156401e-12       0.000000000000e+00       3.538291657263e-12       6.196971523228e-13      -4.093622459210e-15 
  148       5.826633234158e-10       1.482868971164e-13      -6.211928054202e-12       0.000000000000e+00       3.469956500424e-12       6.106461194437e-13      -4.032099499546e-15 
  149       5.871109368738e-10       1.477321275384e-13      -6.222877216756e-12       0.000000000000e+00       3.403304362142e-12       6.017994493537e-13      -3.971229556645e-15 
  150       5.915344205149e-10       1.471164612535e-13      -6.230652797345e-12       0.000000000000e+00       3.338317968563e-12       5.931527883376e-13      -3.910951408970e-15 
  151       5.959325793213e-10       1.464410172532e-13      -6.235211476015e-12       0.000000000000e+00       3.274973557209e-12       5.847008056911e-13      -3.851196722201e-15 
  152       6.003041798451e-10       1.457070191957e-13      -6.236511500857e-12       0.000000000000e+00       3.213240729492e-12       5.764371720354e-13      -3.791889900850e-15 
  153       6.046479494458e-10       1.449157971771e-13      -6.234512729278e-12       0.000000000000e+00       3.153082303237e-12       5.683545376311e-13      -3.732947939879e-15 
  154       6.089625755270e-10       1.440687895018e-13      -6.229176669287e-12       0.000000000000e+00       3.094454165198e-12       5.604445106927e-13      -3.674280276319e-15 
  155       6.132467047737e-10       1.431675444536e-13      -6.220466520765e-12       0.000000000000e+00       3.037305123583e-12       5.526976357031e-13      -3.615788640883e-15 
  156       6.174989423899e-10       1.422137220663e-13      -6.208347216746e-12       0.000000000000e+00       2.981576760568e-12       5.451033717275e-13      -3.557366909585e-15 
  157       6.217178513350e-10       1.412090958946e-13      -6.192785464699e-12       0.000000000000e+00       2.927203284821e-12       5.376500707282e-13      -3.498900955360e-15 
  158       6.259019515619e-10       1.401555547849e-13      -6.173749787796e-12       0.000000000000e+00       2.874111384020e-12       5.303249558783e-13      -3.440268499678e-15 
  159       6.300497192532e-10       1.390551046457e-13      -6.151210566199e-12       0.000000000000e+00       2.822220077372e-12       5.231140998769e-13      -3.381338964161e-15 
  160       6.341595860593e-10       1.379098702192e-13      -6.125140078332e-12       0.000000000000e+00       2.771440568134e-12       5.160024032624e-13      -3.321973322201e-15 
  161       6.382300444937e-10       1.367220484117e-13      -6.095512292254e-12       0.000000000000e+00       2.721694440901e-12       5.089769159860e-13      -3.262059265124e-15 
  162       6.422599761971e-10       1.354937599322e-13      -6.062302132364e-12       0.000000000000e+00       2.672970371500e-12       5.020371777503e-13      -3.201620506958e-15 
  163       6.462483513802e-10       1.342271878570e-13      -6.025486226438e-12       0.000000000000e+00       2.625272173594e-12       4.951857549063e-13      -3.140716907190e-15 
  164       6.501941250032e-10       1.329246264255e-13      -5.985043189506e-12       0.000000000000e+00       2.578600842383e-12       4.884249731849e-13      -3.079410039578e-15 
  165       6.540962365017e-10       1.315884825875e-13      -5.940953663986e-12       0.000000000000e+00       2.532954491528e-12       4.817569113925e-13      -3.017763206241e-15 
  166       6.579536095124e-10       1.302212775516e-13      -5.893200359809e-12       0.000000000000e+00       2.488328290071e-12       4.751833951076e-13      -2.955841451755e-15 
  167       6.617651515983e-10       1.288256483327e-13      -5.841768094547e-12       0.000000000000e+00       2.444714399356e-12       4.687059903772e-13      -2.893711577249e-15 
  168       6.655297539746e-10       1.274043493004e-13      -5.786643833543e-12       0.000000000000e+00       2.402101909953e-12       4.623259974124e-13      -2.831442154501e-15 
  169       6.692462912343e-10       1.259602537265e-13      -5.727816730037e-12       0.000000000000e+00       2.360476778580e-12       4.560444442853e-13      -2.769103540031e-15 
  170       6.729136210738e-10       1.244963553333e-13      -5.665278165294e-12       0.000000000000e+00       2.319821765022e-12       4.498620806248e-13      -2.706767889195e-15 
  171       6.765305840184e-10       1.230157698410e-13      -5.599021788734e-12       0.000000000000e+00       2.280116369052e-12       4.437793713130e-13      -2.644509170282e-15 
  172       6.800960031477e-10       1.215217365162e-13      -5.529043558055e-12       0.000000000000e+00       2.241336767358e-12       4.377964901816e-13      -2.582403178611e-15 
  173       6.836086838218e-10       1.200176197196e-13      -5.455341779368e-12       0.000000000000e+00       2.203455750461e-12       4.319133137075e-13      -2.520527550619e-15 
  174       6.870674134064e-10       1.185069104538e-13      -5.377917147319e-12       0.000000000000e+00       2.166442659633e-12       4.261294147097e-13      -2.458961777965e-15 
  175       6.904709609986e-10       1.169932279113e-13      -5.296772785219e-12       0.000000000000e+00       2.130263323828e-12       4.204440560453e-13      -2.397787221616e-15 
  176       6.938180771524e-10       1.154803210226e-13      -5.211914285173e-12       0.000000000000e+00       2.094879996596e-12       4.148561843056e-13      -2.337087125950e-15 
  177       6.971074936043e-10       1.139720700038e-13      -5.123349748206e-12       0.000000000000e+00       2.060251293005e-12       4.093644235124e-13      -2.276946632845e-15 
  178       7.003379229990e-10       1.124724879049e-13      -5.031089824392e-12       0.000000000000e+00       2.026332126568e-12       4.039670688144e-13      -2.217452795777e-15 
