# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
   21       1.249293259577e-10       9.003092242896e-16       1.942827856321e-13       2.064334801099e-17       3.048106334247e-10       2.884084956600e-11      -2.249906385985e-15 
   22       1.267426892828e-10       1.063232151942e-15       2.055127872025e-13       2.262777875877e-17       2.809931915431e-10       2.673929451941e-11      -6.667602344471e-15 
   23       1.286052207807e-10       1.246081697313e-15       2.167265685315e-13       2.470493755451e-17       2.598334428662e-10       2.484178214474e-11      -1.171269803887e-14 
   24       1.304937821818e-10       1.449063734694e-15       2.274640527107e-13       2.687498105798e-17       2.408478650493e-10       2.311585044882e-11      -1.553742350049e-14 
   25       1.324249307381e-10       1.672237070545e-15       2.374513542232e-13       2.913805374904e-17       2.238173111334e-10       2.156333254110e-11      -1.734625523380e-14 
   26       1.344084002284e-10       1.915882727898e-15       2.464743224320e-13       3.149428412656e-17       2.084376689573e-10       2.017778202454e-11      -1.685454602768e-14 
   27       1.364270982375e-10       2.182237486727e-15       2.544169205340e-13       3.394378931178e-17       1.945274366144e-10       1.892772253828e-11      -1.471496630893e-14 
   28       1.384484341647e-10       2.474134705177e-15       2.612256985283e-13       3.648667248841e-17       1.818497339065e-10       1.776786235364e-11      -1.196839185304e-14 
   29       1.404825014702e-10       2.793190521623e-15       2.669684024367e-13       3.912303204339e-17       1.703417203165e-10       1.669724751488e-11      -9.302439898047e-15 
   30       1.425430021186e-10       3.140635940963e-15       2.717910668518e-13       4.185295332453e-17       1.598817634108e-10       1.572118744866e-11      -7.415331737790e-15 
   31       1.446331818072e-10       3.517613894666e-15       2.758433819701e-13       4.467650891135e-17       1.502588520074e-10       1.483593810151e-11      -6.941817493992e-15 
   32       1.467555698863e-10       3.925015394396e-15       2.790735166605e-13       4.759377258703e-17       1.414245786903e-10       1.403180792206e-11      -7.647556370757e-15 
   33       1.489031442758e-10       4.363564290024e-15       2.813554213525e-13       5.060480975373e-17       1.333176199172e-10       1.328932801468e-11      -8.917612431694e-15 
   34       1.510626339043e-10       4.833934538173e-15       2.825449532017e-13       5.370967648377e-17       1.258258988880e-10       1.258541893938e-11      -1.008206066855e-14 
   35       1.532401190125e-10       5.337050698440e-15       2.824977774348e-13       5.690843015557e-17       1.189119450571e-10       1.192138408407e-11      -1.087484712580e-14 
   36       1.554427195292e-10       5.873884052560e-15       2.810549932138e-13       6.020112225016e-17       1.125211659919e-10       1.130389586473e-11      -1.112755579939e-14 
   37       1.576724478117e-10       6.445353648294e-15       2.780707224250e-13       6.358779750178e-17       1.065714011932e-10       1.073670255287e-11      -1.071718171883e-14 
   38       1.599309690927e-10       7.052267990346e-15       2.735280396066e-13       6.706850091443e-17       1.010478339936e-10       1.021841421588e-11      -9.806266107619e-15 
   39       1.622152044748e-10       7.695357704818e-15       2.674620168925e-13       7.064327309788e-17       9.593343210865e-11       9.743458055809e-12      -8.686362611562e-15 
   40       1.645151984475e-10       8.375285707047e-15       2.599304669825e-13       7.431214849209e-17       9.118005988202e-11       9.302249995749e-12      -7.719594759450e-15 
   41       1.668191863956e-10       9.092679405551e-15       2.509912095811e-13       7.807515543728e-17       8.672536910027e-11       8.884132825921e-12      -7.242824686881e-15 
   42       1.691323922098e-10       9.848250145594e-15       2.406216384215e-13       8.193231621708e-17       8.255661622947e-11       8.488131404261e-12      -7.231728108041e-15 
   43       1.714632219078e-10       1.064270549045e-14       2.287753033708e-13       8.588364716560e-17       7.866304650287e-11       8.115145201219e-12      -7.535004450915e-15 
   44       1.738177833815e-10       1.147671440597e-14       2.154035028035e-13       8.992915875815e-17       7.501673484723e-11       7.764881215842e-12      -7.962990781332e-15 
   45       1.761998902691e-10       1.235087102735e-14       2.004565108450e-13       9.406885325875e-17       7.158264016667e-11       7.436216781343e-12      -8.330546152132e-15 
   46       1.786117260791e-10       1.326557720052e-14       1.838883460841e-13       9.830271663644e-17       6.835557852378e-11       7.128662785994e-12      -8.606567375706e-15 
   47       1.810529085977e-10       1.422112182334e-14       1.656529597053e-13       1.026307243676e-16       6.533197485823e-11       6.841160711377e-12      -8.805148841698e-15 
   48       1.835199735208e-10       1.521770861311e-14       1.457026722656e-13       1.070528435992e-16       6.249870676977e-11       6.571578375689e-12      -8.944447602710e-15 
   49       1.860061142796e-10       1.625545235671e-14       1.239879846415e-13       1.115690330884e-16       5.983239345150e-11       6.316632663457e-12      -9.046923901559e-15 
   50       1.885042118134e-10       1.733441838537e-14       1.004633746952e-13       1.161792411083e-16       5.730647758751e-11       6.072848807376e-12      -9.136617096317e-15 
   51       1.910174970227e-10       1.845476233050e-14       7.510698080918e-14       1.208833986350e-16       5.491638692742e-11       5.839924471034e-12      -9.229543708186e-15 
   52       1.935513327907e-10       1.961662182119e-14       4.790593443511e-14       1.256814242070e-16       5.265997341448e-11       5.618145241999e-12      -9.341108798372e-15 
   53       1.961100741360e-10       2.082007490020e-14       1.885093177676e-14       1.305732256442e-16       5.052998098324e-11       5.407400073572e-12      -9.488941394241e-15 
   54       1.986969628593e-10       2.206513830825e-14      -1.206367358204e-14       1.355586998921e-16       4.851370122058e-11       5.207152793429e-12      -9.692995505883e-15 
   55       2.013142410898e-10       2.335177472842e-14      -4.484198346581e-14       1.406377361054e-16       4.659687582818e-11       5.016681158344e-12      -9.968360592376e-15 
   56       2.039637663130e-10       2.467992055747e-14      -7.949372030453e-14       1.458102261535e-16       4.477732812085e-11       4.835928832651e-12      -1.030137004006e-14 
   57       2.066463645935e-10       2.604946202834e-14      -1.160286796798e-13       1.510760564513e-16       4.305411474839e-11       4.664815154669e-12      -1.066773445581e-14 
   58       2.093615303435e-10       2.746022551752e-14      -1.544546743034e-13       1.564351049183e-16       4.142340060032e-11       4.502968459850e-12      -1.103913316704e-14 
   59       2.121073294978e-10       2.891197617845e-14      -1.947775273142e-13       1.618872409490e-16       3.987827992684e-11       4.349708013290e-12      -1.138303119084e-14 
   60       2.148803026882e-10       3.040441657491e-14      -2.370010655753e-13       1.674323253829e-16       3.840859745959e-11       4.204025942247e-12      -1.166249620315e-14 
   61       2.176769787994e-10       3.193712608564e-14      -2.811253000093e-13       1.730702228982e-16       3.700378259569e-11       4.064866835952e-12      -1.184472445429e-14 
   62       2.204990316785e-10       3.350936631617e-14      -3.271405044760e-13       1.788008425138e-16       3.566250001929e-11       3.932080756680e-12      -1.192926889114e-14 
   63       2.233491143542e-10       3.512022938575e-14      -3.750317898921e-13       1.846241061665e-16       3.438485769966e-11       3.805653054693e-12      -1.192585118397e-14 
   64       2.262293059709e-10       3.676869012023e-14      -4.247807369608e-13       1.905399374463e-16       3.316950334905e-11       3.685417125141e-12      -1.184630333953e-14 
   65       2.291410660603e-10       3.845360280622e-14      -4.763653319446e-13       1.965482619609e-16       3.201354114570e-11       3.571045785340e-12      -1.170466099850e-14 
   66       2.320851888120e-10       4.017369794512e-14      -5.297599024388e-13       2.026490076994e-16       3.091244845700e-11       3.462042652047e-12      -1.151725673289e-14 
   67       2.350617573448e-10       4.192757900727e-14      -5.849350531447e-13       2.088421053968e-16       2.985999256252e-11       3.357733518731e-12      -1.130281334354e-14 
   68       2.380706291384e-10       4.371384862873e-14      -6.418600250097e-13       2.151275040709e-16       2.884990317585e-11       3.257446679951e-12      -1.107899459298e-14 
   69       2.411131087665e-10       4.553152415056e-14      -7.005104713055e-13       2.215052204757e-16       2.788146969288e-11       3.161115608066e-12      -1.085103726488e-14 
   70       2.441905335109e-10       4.737970083449e-14      -7.608621490477e-13       2.279753003684e-16       2.695493370215e-11       3.068783465539e-12      -1.062097268071e-14 
   71       2.473037406227e-10       4.925742993366e-14      -8.228886328331e-13       2.345378049629e-16       2.606979585151e-11       2.980421240440e-12      -1.039096810295e-14 
   72       2.504530351776e-10       5.116371875727e-14      -8.865613125916e-13       2.411928116814e-16       2.522477747658e-11       2.895923956123e-12      -1.016332942993e-14 
   73       2.536381579315e-10       5.309753073519e-14      -9.518493913383e-13       2.479404149069e-16       2.441778222919e-11       2.815106880907e-12      -9.940503890510e-15 
   74       2.568582531767e-10       5.505778548264e-14      -1.018719882925e-12       2.547807267358e-16       2.364585770575e-11       2.737701737758e-12      -9.725082738903e-15 
   75       2.601118365971e-10       5.704335886484e-14      -1.087137609793e-12       2.617138777294e-16       2.290515707570e-11       2.663352913971e-12      -9.519803949420e-15 
   76       2.633974616292e-10       5.905302880780e-14      -1.157065325607e-12       2.687400191540e-16       2.219189823941e-11       2.591706611664e-12      -9.327195180160e-15 
   77       2.667159298865e-10       6.108530117954e-14      -1.228464113944e-12       2.758593285060e-16       2.150552805113e-11       2.522705446386e-12      -9.148421541687e-15 
   78       2.700684272891e-10       6.313855212745e-14      -1.301293058562e-12       2.830720063653e-16       2.084606807474e-11       2.456340933338e-12      -8.984231633065e-15 
   79       2.734558437861e-10       6.521107848438e-14      -1.375509125274e-12       2.903782757685e-16       2.021315061666e-11       2.392563458387e-12      -8.835294026733e-15 
   80       2.768787555341e-10       6.730109672078e-14      -1.451067162259e-12       2.977783829906e-16       1.960600080941e-11       2.331280393582e-12      -8.702192586698e-15 
   81       2.803374070764e-10       6.940674189686e-14      -1.527919900378e-12       3.052725983288e-16       1.902341869518e-11       2.272354212657e-12      -8.585421786715e-15 
   82       2.838316935225e-10       7.152606661468e-14      -1.606017953487e-12       3.128612168847e-16       1.846376130942e-11       2.215600606539e-12      -8.485382028484e-15 
   83       2.873611427266e-10       7.365703997032e-14      -1.685309818744e-12       3.205445593470e-16       1.792492476441e-11       2.160786598858e-12      -8.402374959830e-15 
   84       2.909252269919e-10       7.579761697111e-14      -1.765742123036e-12       3.283229608501e-16       1.740485807900e-11       2.107688686936e-12      -8.336242743363e-15 
   85       2.945243965892e-10       7.794596230501e-14      -1.847260408476e-12       3.361967337116e-16       1.690324178581e-11       2.056282467170e-12      -8.285227407116e-15 
   86       2.981591856962e-10       8.010026191874e-14      -1.929808478304e-12       3.441661999234e-16       1.642005604655e-11       2.006581136560e-12      -8.246912935333e-15 
   87       3.018298860058e-10       8.225865598533e-14      -2.013328166739e-12       3.522317031015e-16       1.595506480065e-11       1.958577399478e-12      -8.218553996627e-15 
   88       3.055365344427e-10       8.441923904053e-14      -2.097759343427e-12       3.603936090678e-16       1.550780678580e-11       1.912242592010e-12      -8.197065278142e-15 
   89       3.092789008813e-10       8.658006011924e-14      -2.183039917892e-12       3.686523064326e-16       1.507758655842e-11       1.867525806291e-12      -8.179010819714e-15 
   90       3.130564758630e-10       8.873912289192e-14      -2.269105843987e-12       3.770082071769e-16       1.466346551413e-11       1.824353014848e-12      -8.160593348033e-15 
   91       3.168684583133e-10       9.089438580103e-14      -2.355891124337e-12       3.854617472351e-16       1.426425290822e-11       1.782626194938e-12      -8.137643610807e-15 
   92       3.207137432593e-10       9.304376219742e-14      -2.443327814795e-12       3.940133870769e-16       1.387849687619e-11       1.742222452887e-12      -8.105609710921e-15 
   93       3.245912534010e-10       9.518515481186e-14      -2.531347041886e-12       4.026636080313e-16       1.350483043224e-11       1.703025125062e-12      -8.060621587641e-15 
   94       3.285010175476e-10       9.731656480391e-14      -2.619882220554e-12       4.114128993617e-16       1.314308849553e-11       1.665024333451e-12      -8.002890763424e-15 
   95       3.324432324237e-10       9.943599944253e-14      -2.708866330840e-12       4.202617703144e-16       1.279334304425e-11       1.628230005014e-12      -7.933804578415e-15 
   96       3.364179258055e-10       1.015414398319e-13      -2.798230966115e-12       4.292107547209e-16       1.245555905503e-11       1.592640811715e-12      -7.854900640902e-15 
   97       3.404249489590e-10       1.036308415194e-13      -2.887906351434e-12       4.382604115219e-16       1.212959039608e-11       1.558243733805e-12      -7.767870919840e-15 
   98       3.444639690767e-10       1.057021351027e-13      -2.977821361886e-12       4.474113252908e-16       1.181517572046e-11       1.525013623096e-12      -7.674565837387e-15 
   99       3.485344617156e-10       1.077532268384e-13      -3.067903540953e-12       4.566641067583e-16       1.151193435928e-11       1.492912766237e-12      -7.576998361428e-15 
  100       3.526357032340e-10       1.097819992490e-13      -3.158079118861e-12       4.660193933354e-16       1.121936221488e-11       1.461890447995e-12      -7.477348098106e-15 
  101       3.567667632294e-10       1.117863117310e-13      -3.248273030938e-12       4.754778496380e-16       1.093682765407e-11       1.431882514531e-12      -7.377965384353e-15 
  102       3.609264969756e-10       1.137640011626e-13      -3.338408935963e-12       4.850401680107e-16       1.066356740130e-11       1.402810936677e-12      -7.281375380415e-15 
  103       3.651135378599e-10       1.157128825111e-13      -3.428409234525e-12       4.947070690502e-16       1.039868243193e-11       1.374583373210e-12      -7.190282162383e-15 
  104       3.693265687576e-10       1.176308047845e-13      -3.518195945076e-12       5.044792947151e-16       1.014134260779e-11       1.347114256727e-12      -7.106978243327e-15 
  105       3.735651941913e-10       1.195158261824e-13      -3.607693427339e-12       5.143575854655e-16       9.891440911866e-12       1.320392235852e-12      -7.031473479107e-15 
  106       3.778291724372e-10       1.213660638483e-13      -3.696826062719e-12       5.243427009970e-16       9.649020346421e-12       1.294421071721e-12      -6.963119857994e-15 
  107       3.821181426659e-10       1.231796418404e-13      -3.785517456908e-12       5.344354278174e-16       9.414071291484e-12       1.269198731147e-12      -6.901181089398e-15 
  108       3.864316204453e-10       1.249546923478e-13      -3.873690467658e-12       5.446365796886e-16       9.186529691951e-12       1.244717186410e-12      -6.844830162649e-15 
  109       3.907689932428e-10       1.266893569057e-13      -3.961267232563e-12       5.549469980692e-16       8.966275244667e-12       1.220962215046e-12      -6.793146905776e-15 
  110       3.951295159283e-10       1.283817876121e-13      -4.048169196837e-12       5.653675525571e-16       8.753129585502e-12       1.197913199633e-12      -6.745115544277e-15 
  111       3.995123062769e-10       1.300301483431e-13      -4.134317141097e-12       5.758991413315e-16       8.546854476438e-12       1.175542927587e-12      -6.699622259905e-15 
  112       4.039163404710e-10       1.316326159692e-13      -4.219631209140e-12       5.865426915956e-16       8.347149992645e-12       1.153817390946e-12      -6.655452749440e-15 
  113       4.083404486036e-10       1.331873815709e-13      -4.304030935721e-12       5.972991600190e-16       8.153652709568e-12       1.132695586159e-12      -6.611289783469e-15 
  114       4.127833101802e-10       1.346926516548e-13      -4.387435274338e-12       6.081695331802e-16       7.965933890003e-12       1.112129313880e-12      -6.565710765164e-15 
  115       4.172434496222e-10       1.361466493694e-13      -4.469762625006e-12       6.191548280086e-16       7.783497671183e-12       1.092062978752e-12      -6.517185289055e-15 
  116       4.217194264770e-10       1.375476658251e-13      -4.550931832101e-12       6.302560509236e-16       7.605890243951e-12       1.072446144137e-12      -6.464404685231e-15 
  117       4.262104419026e-10       1.388942185335e-13      -4.630865256127e-12       6.414740686671e-16       7.433046325370e-12       1.053273356028e-12      -6.407321325459e-15 
  118       4.307157978180e-10       1.401849146043e-13      -4.709486129323e-12       6.528097225243e-16       7.264981602338e-12       1.034548807545e-12      -6.346231681017e-15 
  119       4.352347060476e-10       1.414184040055e-13      -4.786717654976e-12       6.642638682986e-16       7.101684686184e-12       1.016273930747e-12      -6.281456132389e-15 
  120       4.397662855447e-10       1.425933812228e-13      -4.862483043781e-12       6.758373763890e-16       6.943116281113e-12       9.984473091976e-13      -6.213339463366e-15 
  121       4.443095596163e-10       1.437085869178e-13      -4.936705550199e-12       6.875311318670e-16       6.789208352647e-12       9.810645905336e-13      -6.142251355152e-15 
  122       4.488634531472e-10       1.447628095876e-13      -5.009308508807e-12       6.993460345542e-16       6.639863296074e-12       9.641183990250e-13      -6.068586880465e-15 
  123       4.534267898238e-10       1.457548872233e-13      -5.080215370663e-12       7.112829990993e-16       6.494953104887e-12       9.475982481425e-13      -5.992766997647e-15 
  124       4.579982893585e-10       1.466837089688e-13      -5.149349739655e-12       7.233429550554e-16       6.354318539231e-12       9.314904531225e-13      -5.915239044760e-15 
  125       4.625765647141e-10       1.475482167801e-13      -5.216635408864e-12       7.355268469573e-16       6.217768294346e-12       9.157780435316e-13      -5.836477233695e-15 
  126       4.671601193277e-10       1.483474070839e-13      -5.281996396915e-12       7.478356343984e-16       6.085078169009e-12       9.004406758319e-13      -5.756983144276e-15 
  127       4.717473443349e-10       1.490803324367e-13      -5.345356984340e-12       7.602702921082e-16       5.955990233984e-12       8.854545459460e-13      -5.677286218362e-15 
  128       4.763365157942e-10       1.497461031835e-13      -5.406641749927e-12       7.728318100296e-16       5.830212000459e-12       8.707923018220e-13      -5.597944253951e-15 
  129       4.809259632904e-10       1.503439279554e-13      -5.465776499049e-12       7.855211595482e-16       5.707479552875e-12       8.564293835754e-13      -5.519443368864e-15 
  130       4.855146025554e-10       1.508732366601e-13      -5.522691086555e-12       7.983391878293e-16       5.587756544087e-12       8.423640160033e-13      -5.441884434698e-15 
  131       4.901014563026e-10       1.513335741818e-13      -5.577316973697e-12       8.112867119815e-16       5.471055560368e-12       8.285992542489e-13      -5.365263017926e-15 
  132       4.946854865514e-10       1.517245646690e-13      -5.629586406244e-12       8.243645517019e-16       5.357375743679e-12       8.151367117885e-13      -5.289566603802e-15 
  133       4.992655930768e-10       1.520459134722e-13      -5.679432457222e-12       8.375735291117e-16       5.246702417827e-12       8.019765189895e-13      -5.214774371112e-15 
  134       5.038406118607e-10       1.522974090801e-13      -5.726789069652e-12       8.509144685903e-16       5.139006714607e-12       7.891172816692e-13      -5.140856966916e-15 
  135       5.084093135419e-10       1.524789250567e-13      -5.771591099289e-12       8.643881966109e-16       5.034245199954e-12       7.765560396530e-13      -5.067776281291e-15 
  136       5.129704018668e-10       1.525904219781e-13      -5.813774357364e-12       8.779955415754e-16       4.932359500096e-12       7.642882253327e-13      -4.995485222080e-15 
  137       5.175225121401e-10       1.526319493693e-13      -5.853275653317e-12       8.917373336496e-16       4.833275927699e-12       7.523076222255e-13      -4.923927489635e-15 
  138       5.220642096748e-10       1.526036476409e-13      -5.890032837543e-12       9.056144045977e-16       4.736905108020e-12       7.406063235316e-13      -4.853037351561e-15 
  139       5.265939882432e-10       1.525057500262e-13      -5.923984844127e-12       9.196275876179e-16       4.643141605055e-12       7.291746906935e-13      -4.782739417463e-15 
  140       5.311102685272e-10       1.523385845176e-13      -5.955071733586e-12       9.337777171771e-16       4.551863547689e-12       7.180013119536e-13      -4.712948413686e-15 
  141       5.356113965689e-10       1.521025758039e-13      -5.983234735605e-12       9.480656288458e-16       4.462932255848e-12       7.070729609133e-13      -4.643568958069e-15 
  142       5.400956422209e-10       1.517982472068e-13      -6.008416291779e-12       9.624921591336e-16       4.376191866645e-12       6.963745550910e-13      -4.574495334681e-15 
  143       5.445611975971e-10       1.514262226177e-13      -6.030560098351e-12       9.770581453238e-16       4.291468960532e-12       6.858891144806e-13      -4.505611268569e-15 
  144       5.490063179168e-10       1.509872298523e-13      -6.049611681564e-12       9.917643731691e-16       4.208609070770e-12       6.756013669207e-13      -4.436815016966e-15 
  145       5.534297629578e-10       1.504821069974e-13      -6.065520097427e-12       1.006611414515e-15       4.127591057681e-12       6.655090522850e-13      -4.368097906362e-15 
  146       5.578303963817e-10       1.499118003746e-13      -6.078236481544e-12       1.021599773282e-15       4.048423351986e-12       6.556126591433e-13      -4.299473145980e-15 
  147       5.622070465237e-10       1.492773651062e-13      -6.087713576952e-12       1.036729935702e-15       3.971107923545e-12       6.459118577200e-13      -4.230951127515e-15 
  148       5.665585056611e-10       1.485799670609e-13      -6.093905779914e-12       1.052002369860e-15       3.895640119483e-12       6.364054794119e-13      -4.162539345381e-15 
  149       5.708835292828e-10       1.478208847979e-13      -6.096769185722e-12       1.067417525225e-15       3.822008502308e-12       6.270914963045e-13      -4.094242316950e-15 
  150       5.751808353574e-10       1.470015115125e-13      -6.096261634500e-12       1.082975832186e-15       3.750194688037e-12       6.179670006900e-13      -4.026061502790e-15 
  151       5.794491036026e-10       1.461233569808e-13      -6.092342756996e-12       1.098677701589e-15       3.680173184319e-12       6.090281845836e-13      -3.957995226916e-15 
  152       5.836869747541e-10       1.451880495048e-13      -6.084974020393e-12       1.114523524271e-15       3.611911228555e-12       6.002703192410e-13      -3.890038597020e-15 
  153       5.878930498339e-10       1.441973378573e-13      -6.074118774100e-12       1.130513670597e-15       3.545368626026e-12       5.916877346755e-13      -3.822183424724e-15 
  154       5.920658894198e-10       1.431530932268e-13      -6.059742295558e-12       1.146648489992e-15       3.480497588010e-12       5.832737991750e-13      -3.754418145814e-15 
  155       5.962040129139e-10       1.420573111623e-13      -6.041811836036e-12       1.162928310480e-15       3.417242569908e-12       5.750208988192e-13      -3.686727740486e-15 
  156       6.003058978117e-10       1.409121135190e-13      -6.020296666435e-12       1.179353438219e-15       3.355540109368e-12       5.669204169967e-13      -3.619093653587e-15 
  157       6.043699789707e-10       1.397197504022e-13      -5.995168123086e-12       1.195924157032e-15       3.295318664405e-12       5.589627139219e-13      -3.551493714853e-15 
  158       6.083946478794e-10       1.384826021132e-13      -5.966399653552e-12       1.212640727948e-15       3.236498451526e-12       5.511371061527e-13      -3.483902059158e-15 
  159       6.123782519263e-10       1.372031810937e-13      -5.933966862425e-12       1.229503388735e-15       3.178991283850e-12       5.434318461066e-13      -3.416289046750e-15 
  160       6.163190936686e-10       1.358841338710e-13      -5.897847557129e-12       1.246512353435e-15       3.122700409234e-12       5.358341015789e-13      -3.348621183495e-15 
  161       6.202155452198e-10       1.345281708787e-13      -5.858021431683e-12       1.263667769872e-15       3.067540415644e-12       5.283329209190e-13      -3.280875395263e-15 
  162       6.240664043158e-10       1.331378448614e-13      -5.814468990415e-12       1.280969588929e-15       3.013499265282e-12       5.209284662393e-13      -3.213083437108e-15 
  163       6.278705684859e-10       1.317157564997e-13      -5.767172616154e-12       1.298417682770e-15       2.960581462465e-12       5.136235613791e-13      -3.145291277162e-15 
  164       6.316269225663e-10       1.302646263720e-13      -5.716116967495e-12       1.316011885173e-15       2.908788410782e-12       5.064207729894e-13      -3.077545082099e-15 
  165       6.353343384987e-10       1.287872965680e-13      -5.661289022931e-12       1.333751990876e-15       2.858118343536e-12       4.993224037866e-13      -3.009891203414e-15 
  166       6.389916751284e-10       1.272867323016e-13      -5.602678124989e-12       1.351637754913e-15       2.808566254201e-12       4.923304858062e-13      -2.942376163709e-15 
  167       6.425977780033e-10       1.257660235239e-13      -5.540276024360e-12       1.369668891961e-15       2.760123826864e-12       4.854467736568e-13      -2.875046642979e-15 
  168       6.461514791721e-10       1.242283865367e-13      -5.474076924041e-12       1.387845075679e-15       2.712779366682e-12       4.786727377735e-13      -2.807949464889e-15 
  169       6.496515969831e-10       1.226771656052e-13      -5.404077523462e-12       1.406165938054e-15       2.666517730329e-12       4.720095576719e-13      -2.741131583064e-15 
  170       6.530969358824e-10       1.211158345716e-13      -5.330277062626e-12       1.424631068737e-15       2.621320256441e-12       4.654581152020e-13      -2.674640067368e-15 
  171       6.564862862124e-10       1.195479984679e-13      -5.252677366240e-12       1.443240014390e-15       2.577164696076e-12       4.590189878014e-13      -2.608522090188e-15 
  172       6.598184240108e-10       1.179773951289e-13      -5.171282887853e-12       1.461992278026e-15       2.534025143154e-12       4.526924417497e-13      -2.542824912721e-15 
  173       6.630921108084e-10       1.164078968059e-13      -5.086100753987e-12       1.480887318351e-15       2.491871964910e-12       4.464784254217e-13      -2.477595871252e-15 
  174       6.663060934283e-10       1.148435117792e-13      -4.997140808274e-12       1.499924549107e-15       2.450671732348e-12       4.403765625416e-13      -2.412882363443e-15 
  175       6.694591037840e-10       1.132883859716e-13      -4.904415655588e-12       1.519103338412e-15       2.410387150683e-12       4.343861454364e-13      -2.348731834610e-15 
  176       6.725498586779e-10       1.117468045616e-13      -4.807940706182e-12       1.538423008104e-15       2.370976989797e-12       4.285061282900e-13      -2.285191764014e-15 
  177       6.755770596000e-10       1.102231935960e-13      -4.707734219823e-12       1.557882833083e-15       2.332396014686e-12       4.227351203966e-13      -2.222309651137e-15 
