# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
   29       1.409481963087e-10       2.572576443317e-15       2.551444910776e-13       3.412287907989e-17       1.601540473350e-10       1.587126550760e-11      -8.800376871134e-15 
   30       1.430864567423e-10       2.892674663252e-15       2.596207936054e-13       3.650520851063e-17       1.501958869417e-10       1.495121387244e-11      -6.854319178882e-15 
   31       1.452555022120e-10       3.239797015098e-15       2.633486439733e-13       3.896943714760e-17       1.410416975797e-10       1.410927479649e-11      -6.246821988510e-15 
   32       1.474587924974e-10       3.614997594894e-15       2.662701864538e-13       4.151566692965e-17       1.326442362592e-10       1.333700145542e-11      -6.787385145972e-15 
   33       1.496938498408e-10       4.019318158612e-15       2.682509300217e-13       4.414399713879e-17       1.249441049713e-10       1.262121620752e-11      -7.928942806578e-15 
   34       1.519512225027e-10       4.453715956495e-15       2.691407807564e-13       4.685452306945e-17       1.178335303890e-10       1.194542551441e-11      -9.064694541651e-15 
   35       1.542335061647e-10       4.918905265401e-15       2.688075742252e-13       4.964734126820e-17       1.112761345417e-10       1.131159579947e-11      -9.912106848651e-15 
   36       1.565412203576e-10       5.415447297214e-15       2.671128877075e-13       5.252254626485e-17       1.052193354339e-10       1.072524073830e-11      -1.025471052183e-14 
   37       1.588705547663e-10       5.943875132392e-15       2.639308106099e-13       5.548022869942e-17       9.958433082600e-11       1.018889335420e-11      -9.920300412067e-15 
   38       1.612258874592e-10       6.505009515542e-15       2.592466521082e-13       5.852047322513e-17       9.435657713327e-11       9.700365302333e-12      -9.060957477289e-15 
   39       1.636102372345e-10       7.099741132185e-15       2.530915818919e-13       6.164336005450e-17       8.951949942325e-11       9.253381315596e-12      -7.969360477790e-15 
   40       1.660211725816e-10       7.728944818004e-15       2.455178425871e-13       6.484896560472e-17       8.502696838801e-11       8.837626302952e-12      -7.009767403527e-15 
   41       1.684536192807e-10       8.393433733774e-15       2.365775385475e-13       6.813735954712e-17       8.081937367918e-11       8.441880299203e-12      -6.522729870524e-15 
   42       1.709107728766e-10       9.093806342491e-15       2.262476311917e-13       7.150859464626e-17       7.688433441468e-11       8.065436642639e-12      -6.490823074595e-15 
   43       1.733957650307e-10       9.830547942212e-15       2.144826741884e-13       7.496271372113e-17       7.321141266950e-11       7.709850505176e-12      -6.771876702951e-15 
   44       1.759082447824e-10       1.060406719264e-14       2.012349275393e-13       7.849975223377e-17       6.977389557216e-11       7.375710487801e-12      -7.187282335379e-15 
   45       1.784460119563e-10       1.141473715105e-14       1.864555650015e-13       8.211973449187e-17       6.653833831827e-11       7.062773949467e-12      -7.561493936445e-15 
   46       1.810113153455e-10       1.226304263382e-14       1.700993713353e-13       8.582266124582e-17       6.349964856399e-11       6.770630728717e-12      -7.859920574675e-15 
   47       1.836058486685e-10       1.314946996293e-14       1.521209840977e-13       8.960851813601e-17       6.065428692667e-11       6.498086629139e-12      -8.088425833797e-15 
   48       1.862287084112e-10       1.407446422364e-14       1.324733512892e-13       9.347727867602e-17       5.798968489974e-11       6.242882406022e-12      -8.255301041619e-15 
   49       1.888761617073e-10       1.503842777880e-14       1.111075431325e-13       9.742890389673e-17       5.548357340968e-11       6.001617781528e-12      -8.371416942985e-15 
   50       1.915438272269e-10       1.604169241521e-14       8.797794832725e-14       1.014633419685e-16       5.311068957949e-11       5.770722518460e-12      -8.450897356756e-15 
   51       1.942344542455e-10       1.708443031592e-14       6.305996228808e-14       1.055805277726e-16       5.086660093129e-11       5.549856670025e-12      -8.513003835649e-15 
   52       1.969518538829e-10       1.816671635437e-14       3.633677482706e-14       1.097803825983e-16       4.874918736375e-11       5.339301944988e-12      -8.581024752030e-15 
   53       1.996985548922e-10       1.928854968866e-14       7.794468932561e-15       1.140628138057e-16       4.675151160825e-11       5.138969238597e-12      -8.681970081351e-15 
   54       2.024756850940e-10       2.044985103507e-14      -2.257791406478e-14       1.184277144697e-16       4.486149499556e-11       4.948371921099e-12      -8.846747639077e-15 
   55       2.052835522182e-10       2.165050912675e-14      -5.478858897590e-14       1.228749714336e-16       4.306560237392e-11       4.766860613289e-12      -9.100393628406e-15 
   56       2.081238270271e-10       2.289053985089e-14      -8.884388188956e-14       1.274044926352e-16       4.136171162852e-11       4.594457005107e-12      -9.429518518222e-15 
   57       2.109976948496e-10       2.416996186901e-14      -1.247474733270e-13       1.320161859440e-16       3.974887330683e-11       4.431180388214e-12      -9.807082715160e-15 
   58       2.139051143601e-10       2.548875010303e-14      -1.625000841150e-13       1.367099513161e-16       3.822341719914e-11       4.276788153120e-12      -1.020142704721e-14 
   59       2.168447262625e-10       2.684683492506e-14      -2.020994211155e-13       1.414856807645e-16       3.677878430593e-11       4.130759265500e-12      -1.057606150624e-14 
   60       2.198137619737e-10       2.824410134731e-14      -2.435401229549e-13       1.463432583303e-16       3.540535880529e-11       3.992277742515e-12      -1.088945399055e-14 
   61       2.228093262145e-10       2.968031036233e-14      -2.868141817684e-13       1.512825756014e-16       3.409313817040e-11       3.860460062110e-12      -1.110451497003e-14 
   62       2.258327877829e-10       3.115484416468e-14      -3.319124418289e-13       1.563035824061e-16       3.284082402022e-11       3.735134420688e-12      -1.122001718942e-14 
   63       2.288862167799e-10       3.266690204366e-14      -3.788233425284e-13       1.614062474981e-16       3.164848291742e-11       3.616207862644e-12      -1.124588567031e-14 
   64       2.319710508916e-10       3.421556997121e-14      -4.275324336553e-13       1.665905444672e-16       3.051481184352e-11       3.503429172130e-12      -1.119421859133e-14 
   65       2.350880476666e-10       3.579981732164e-14      -4.780223362272e-13       1.718564522042e-16       2.943706021865e-11       3.396380089183e-12      -1.107938367499e-14 
   66       2.382372367918e-10       3.741849359139e-14      -5.302727033247e-13       1.772039553639e-16       2.841095192126e-11       3.294466525852e-12      -1.091811457452e-14 
   67       2.414178723702e-10       3.907032511879e-14      -5.842601809236e-13       1.826330448301e-16       2.743060730785e-11       3.196909782325e-12      -1.072960726065e-14 
   68       2.446290625106e-10       4.075404677323e-14      -6.399600186194e-13       1.881437263100e-16       2.649011353372e-11       3.102946288427e-12      -1.053193192235e-14 
   69       2.478719129146e-10       4.246883534100e-14      -6.973513683422e-13       1.937360471031e-16       2.558877931113e-11       3.012493460636e-12      -1.033020895728e-14 
   70       2.511477339006e-10       4.421395846553e-14      -7.564129938728e-13       1.994100756148e-16       2.472680970847e-11       2.925603605406e-12      -1.012619927113e-14 
   71       2.544573716651e-10       4.598864761634e-14      -8.171217189240e-13       2.051658943663e-16       2.390371687616e-11       2.842263942602e-12      -9.921778895352e-15 
   72       2.578011778823e-10       4.779209826066e-14      -8.794524301706e-13       2.110036006663e-16       2.311828422241e-11       2.762393154755e-12      -9.718941141611e-15 
   73       2.611789793029e-10       4.962347003510e-14      -9.433780802789e-13       2.169233072829e-16       2.236853058898e-11       2.685837936325e-12      -9.519798756237e-15 
   74       2.645900473541e-10       5.148188691727e-14      -1.008869690937e-12       2.229251431162e-16       2.165167442693e-11       2.612369542952e-12      -9.326586074670e-15 
   75       2.680330677386e-10       5.336643739746e-14      -1.075896355883e-12       2.290092538697e-16       2.096409797244e-11       2.541680340719e-12      -9.141661175903e-15 
   76       2.715067450840e-10       5.527611085550e-14      -1.144424909003e-12       2.351757953922e-16       2.030224535589e-11       2.473465009178e-12      -8.967198049495e-15 
   77       2.750118113860e-10       5.720959291780e-14      -1.214418852038e-12       2.414249108141e-16       1.966558519540e-11       2.407688873779e-12      -8.804193527201e-15 
   78       2.785493302845e-10       5.916543292115e-14      -1.285839235934e-12       2.477567504432e-16       1.905412567109e-11       2.344362463188e-12      -8.653282333380e-15 
   79       2.821200774075e-10       6.114210327873e-14      -1.358644974653e-12       2.541714792390e-16       1.846751211540e-11       2.283459509335e-12      -8.515026873040e-15 
   80       2.857245229929e-10       6.313799834364e-14      -1.432792841338e-12       2.606692773343e-16       1.790501033991e-11       2.224915232569e-12      -8.389913029734e-15 
   81       2.893628145097e-10       6.515143327231e-14      -1.508237464469e-12       2.672503405568e-16       1.736548996214e-11       2.168624626803e-12      -8.278345963473e-15 
   82       2.930347592801e-10       6.718064288803e-14      -1.584931324031e-12       2.739148809511e-16       1.684740773243e-11       2.114440744670e-12      -8.180645908621e-15 
   83       2.967398071006e-10       6.922378054444e-14      -1.662824747670e-12       2.806631273004e-16       1.634879086072e-11       2.062172982675e-12      -8.097043971806e-15 
   84       3.004773440451e-10       7.127898734034e-14      -1.741866476881e-12       2.874953221072e-16       1.586771654282e-11       2.011634735575e-12      -8.027411701960e-15 
   85       3.042476679030e-10       7.334461543762e-14      -1.822005481817e-12       2.944117108183e-16       1.540387839961e-11       1.962799192877e-12      -7.970407494573e-15 
   86       3.080511433370e-10       7.541903985308e-14      -1.903189441696e-12       3.014125517619e-16       1.495725035822e-11       1.915666346098e-12      -7.924180317070e-15 
   87       3.118878931108e-10       7.750059144393e-14      -1.985364207189e-12       3.084981199852e-16       1.452760533051e-11       1.870215043850e-12      -7.886614806363e-15 
   88       3.157577859398e-10       7.958755695357e-14      -2.068473806155e-12       3.156687077161e-16       1.411450687941e-11       1.826402106724e-12      -7.855322592335e-15 
   89       3.196604243432e-10       8.167817905754e-14      -2.152460449390e-12       3.229246248262e-16       1.371730088519e-11       1.784161442184e-12      -7.827633621327e-15 
   90       3.235951324950e-10       8.377065640928e-14      -2.237264536365e-12       3.302661992921e-16       1.333510721180e-11       1.743403159445e-12      -7.800587479623e-15 
   91       3.275609440761e-10       8.586314368609e-14      -2.322824660968e-12       3.376937776587e-16       1.296681137317e-11       1.704012684367e-12      -7.770924716938e-15 
   92       3.315565901252e-10       8.795375163489e-14      -2.409077617247e-12       3.452077255003e-16       1.261105619956e-11       1.665849874337e-12      -7.735078169903e-15 
   93       3.355808598966e-10       9.004057518480e-14      -2.495959337828e-12       3.528084357159e-16       1.226656390970e-11       1.628783362260e-12      -7.689994057119e-15 
   94       3.396337719022e-10       9.212178252157e-14      -2.583407858140e-12       3.604963538342e-16       1.193317583872e-11       1.592801419672e-12      -7.635755373758e-15 
   95       3.437155573526e-10       9.419553955707e-14      -2.671360810703e-12       3.682719573865e-16       1.161095440490e-11       1.557916208544e-12      -7.573338849598e-15 
   96       3.478262959098e-10       9.625998348164e-14      -2.759754550469e-12       3.761357489759e-16       1.129986288971e-11       1.524129641703e-12      -7.503823010665e-15 
   97       3.519659086589e-10       9.831322319522e-14      -2.848524173364e-12       3.840882568470e-16       1.099976163959e-11       1.491432981302e-12      -7.428390892862e-15 
   98       3.561341510800e-10       1.003533397385e-13      -2.937603534836e-12       3.921300354553e-16       1.071040426769e-11       1.459806437292e-12      -7.348332755593e-15 
   99       3.603306060201e-10       1.023783867241e-13      -3.026925268399e-12       4.002616660376e-16       1.043143385558e-11       1.429218765893e-12      -7.265048795383e-15 
  100       3.645546766642e-10       1.043863907674e-13      -3.116420804176e-12       4.084837571810e-16       1.016237915505e-11       1.399626868062e-12      -7.180051859509e-15 
  101       3.688055795073e-10       1.063753519182e-13      -3.206020387446e-12       4.167969453933e-16       9.902650789779e-12       1.370975387967e-12      -7.094970159618e-15 
  102       3.730823373263e-10       1.083432440913e-13      -3.295653097187e-12       4.252018956722e-16       9.651537457142e-12       1.343196311458e-12      -7.011549985355e-15 
  103       3.773837721515e-10       1.102880154979e-13      -3.385246864618e-12       4.336993020753e-16       9.408202129911e-12       1.316208564534e-12      -6.931658417986e-15 
  104       3.817087415626e-10       1.122076402433e-13      -3.474729089391e-12       4.422898681064e-16       9.171871851837e-12       1.289937075150e-12      -6.856882960312e-15 
  105       3.860568990685e-10       1.141002801286e-13      -3.564028542989e-12       4.509742436297e-16       8.942444504529e-12       1.264373756047e-12      -6.787262986285e-15 
  106       3.904280238195e-10       1.159641456116e-13      -3.653073758220e-12       4.597530804558e-16       8.719957306468e-12       1.239524049593e-12      -6.722391189954e-15 
  107       3.948217821528e-10       1.177974475734e-13      -3.741792479339e-12       4.686270521086e-16       8.504398887873e-12       1.215388014707e-12      -6.661799671562e-15 
  108       3.992377232387e-10       1.195983983117e-13      -3.830111687165e-12       4.775968541723e-16       8.295707619848e-12       1.191960139207e-12      -6.604958221681e-15 
  109       4.036752747257e-10       1.213652125345e-13      -3.917957624189e-12       4.866632046400e-16       8.093769943524e-12       1.169229152165e-12      -6.551272605343e-15 
  110       4.081337383866e-10       1.230961083530e-13      -4.005255819692e-12       4.958268442617e-16       7.898418699211e-12       1.147177836265e-12      -6.500082846174e-15 
  111       4.126122857635e-10       1.247893082756e-13      -4.091931114851e-12       5.050885368915e-16       7.709431455541e-12       1.125782840148e-12      -6.450661510527e-15 
  112       4.171099538140e-10       1.264430402008e-13      -4.177907687852e-12       5.144490698366e-16       7.526528838612e-12       1.105014490776e-12      -6.402211991615e-15 
  113       4.216256405562e-10       1.280555384107e-13      -4.263109079007e-12       5.239092542042e-16       7.349372861140e-12       1.084836605775e-12      -6.353866793644e-15 
  114       4.261581007147e-10       1.296250445646e-13      -4.347458215859e-12       5.334699252502e-16       7.177565251598e-12       1.065206305798e-12      -6.304685815945e-15 
  115       4.307059413663e-10       1.311498086923e-13      -4.430877438300e-12       5.431319427268e-16       7.010645783368e-12       1.046073826872e-12      -6.253654637108e-15 
  116       4.352678140290e-10       1.326281377333e-13      -4.513289497812e-12       5.528961653193e-16       6.848193206268e-12       1.027393457968e-12      -6.199900562408e-15 
  117       4.398430267365e-10       1.340585457272e-13      -4.594620639338e-12       5.627633696873e-16       6.690145534897e-12       1.009158263505e-12      -6.143374234136e-15 
  118       4.444309985501e-10       1.354396238341e-13      -4.674797943013e-12       5.727343221881e-16       6.536515744963e-12       9.913692497277e-13      -6.084248055835e-15 
  119       4.490310671841e-10       1.367699958210e-13      -4.753748416910e-12       5.828098040245e-16       6.387291899877e-12       9.740245289192e-13      -6.022706051357e-15 
  120       4.536424863890e-10       1.380483194754e-13      -4.831399030773e-12       5.929906113637e-16       6.242436387086e-12       9.571192301228e-13      -5.958944074395e-15 
  121       4.582644233331e-10       1.392732880192e-13      -4.907676749736e-12       6.032775554562e-16       6.101885154399e-12       9.406454098617e-13      -5.893170018027e-15 
  122       4.628959559855e-10       1.404436315227e-13      -4.982508568050e-12       6.136714627546e-16       5.965546946319e-12       9.245919628583e-13      -5.825604024249e-15 
  123       4.675360704987e-10       1.415581183180e-13      -5.055821542809e-12       6.241731750322e-16       5.833302540370e-12       9.089445327541e-13      -5.756478693515e-15 
  124       4.721836585907e-10       1.426155564128e-13      -5.127542827675e-12       6.347835495024e-16       5.705003983426e-12       8.936854228297e-13      -5.686039294277e-15 
  125       4.768375149277e-10       1.436147949047e-13      -5.197599706602e-12       6.455034589370e-16       5.580473828040e-12       8.787935067243e-13      -5.614543972518e-15 
  126       4.814963345069e-10       1.445547253942e-13      -5.265919627559e-12       6.563337917853e-16       5.459504368775e-12       8.642441391560e-13      -5.542263961293e-15 
  127       4.861587100383e-10       1.454342833993e-13      -5.332430236262e-12       6.672754522927e-16       5.341856878529e-12       8.500090666407e-13      -5.469483790266e-15 
  128       4.908231293279e-10       1.462524497685e-13      -5.397059409889e-12       6.783293606200e-16       5.227260844869e-12       8.360563382126e-13      -5.396501495251e-15 
  129       4.954881255980e-10       1.470082925006e-13      -5.459735977545e-12       6.894964257159e-16       5.115472128786e-12       8.223578006021e-13      -5.323586186413e-15 
  130       5.001527526539e-10       1.477010943851e-13      -5.520391899334e-12       7.007774603186e-16       5.006456276529e-12       8.089127030370e-13      -5.250845044979e-15 
  131       5.048161571400e-10       1.483302421011e-13      -5.578960391180e-12       7.121732568110e-16       4.900223967740e-12       7.957265252502e-13      -5.178342063972e-15 
  132       5.094774287654e-10       1.488951887528e-13      -5.635375297777e-12       7.236846135557e-16       4.796773556943e-12       7.828035904758e-13      -5.106139286995e-15 
  133       5.141355987814e-10       1.493954555728e-13      -5.689571131235e-12       7.353123348184e-16       4.696090731506e-12       7.701470304407e-13      -5.034296712645e-15 
  134       5.187896384581e-10       1.498306336246e-13      -5.741483109714e-12       7.470572306923e-16       4.598148169599e-12       7.577587503561e-13      -4.962872198924e-15 
  135       5.234384575614e-10       1.502003855058e-13      -5.791047196067e-12       7.589201170216e-16       4.502905198142e-12       7.456393939088e-13      -4.891921367653e-15 
  136       5.280809028294e-10       1.505044470512e-13      -5.838200136475e-12       7.709018153256e-16       4.410307450770e-12       7.337883082525e-13      -4.821497508880e-15 
  137       5.327157564499e-10       1.507426290351e-13      -5.882879499090e-12       7.830031527223e-16       4.320286525786e-12       7.222035089993e-13      -4.751651485297e-15 
  138       5.373417345369e-10       1.509148188749e-13      -5.925023712671e-12       7.952249618528e-16       4.232759644116e-12       7.108816452112e-13      -4.682431636649e-15 
  139       5.419574856077e-10       1.510209823333e-13      -5.964572105225e-12       8.075680808045e-16       4.147629307267e-12       6.998179643912e-13      -4.613883684146e-15 
  140       5.465615890593e-10       1.510611652218e-13      -6.001464942644e-12       8.200333530355e-16       4.064782955286e-12       6.890062774752e-13      -4.546050634877e-15 
  141       5.511525536459e-10       1.510354951036e-13      -6.035643467347e-12       8.326216272983e-16       3.984092624709e-12       6.784389238227e-13      -4.478972686220e-15 
  142       5.557288159554e-10       1.509441829958e-13      -6.067049936917e-12       8.453337575636e-16       3.905414606525e-12       6.681067362087e-13      -4.412687130256e-15 
  143       5.602887388862e-10       1.507875250732e-13      -6.095627662738e-12       8.581706029444e-16       3.828589104130e-12       6.579990058153e-13      -4.347228258179e-15 
  144       5.648307431489e-10       1.505659158959e-13      -6.121321534268e-12       8.711329772402e-16       3.753473745298e-12       6.481057654099e-13      -4.282618078401e-15 
  145       5.693537195971e-10       1.502798859681e-13      -6.144079568519e-12       8.842214921256e-16       3.680048563757e-12       6.384249664777e-13      -4.218837641340e-15 
  146       5.738566548407e-10       1.499300711366e-13      -6.163851587495e-12       8.974366982854e-16       3.608320765362e-12       6.289559464027e-13      -4.155852692769e-15 
  147       5.783385011197e-10       1.495172031518e-13      -6.180588787342e-12       9.107791340440e-16       3.538291657263e-12       6.196971523228e-13      -4.093622459210e-15 
  148       5.827981755451e-10       1.490421114362e-13      -6.194243779781e-12       9.242493249988e-16       3.469956500424e-12       6.106461194437e-13      -4.032099499546e-15 
  149       5.872345593407e-10       1.485057248545e-13      -6.204770633535e-12       9.378477836556e-16       3.403304362142e-12       6.017994493537e-13      -3.971229556645e-15 
  150       5.916464970846e-10       1.479090734817e-13      -6.212124915759e-12       9.515750090622e-16       3.338317968563e-12       5.931527883376e-13      -3.910951408970e-15 
  151       5.960327959501e-10       1.472532903733e-13      -6.216263733472e-12       9.654314864430e-16       3.274973557209e-12       5.847008056911e-13      -3.851196722201e-15 
  152       6.003922249473e-10       1.465396133334e-13      -6.217145774988e-12       9.794176868332e-16       3.213240729492e-12       5.764371720354e-13      -3.791889900850e-15 
  153       6.047235141646e-10       1.457693866847e-13      -6.214731351340e-12       9.935340667136e-16       3.153082303237e-12       5.683545376311e-13      -3.732947939879e-15 
  154       6.090253540100e-10       1.449440630372e-13      -6.208982437717e-12       1.007781067644e-15       3.094454165198e-12       5.604445106927e-13      -3.674280276319e-15 
  155       6.132963944524e-10       1.440652050575e-13      -6.199862714891e-12       1.022159115899e-15       3.037305123583e-12       5.526976357031e-13      -3.615788640883e-15 
  156       6.175352442631e-10       1.431344872378e-13      -6.187337610646e-12       1.036668622101e-15       2.981576760568e-12       5.451033717275e-13      -3.557366909585e-15 
  157       6.217404702570e-10       1.421536976652e-13      -6.171374341208e-12       1.051309980854e-15       2.927203284821e-12       5.376500707282e-13      -3.498900955360e-15 
  158       6.259105965341e-10       1.411247397907e-13      -6.151941952678e-12       1.066083570381e-15       2.874111384020e-12       5.303249558783e-13      -3.440268499678e-15 
  159       6.300441037210e-10       1.400496341986e-13      -6.129011362461e-12       1.080989752155e-15       2.822220077372e-12       5.231140998769e-13      -3.381338964161e-15 
  160       6.341394282120e-10       1.389305203753e-13      -6.102555400691e-12       1.096028870535e-15       2.771440568134e-12       5.160024032624e-13      -3.321973322201e-15 
  161       6.381950671967e-10       1.377696091150e-13      -6.072548582224e-12       1.111201215563e-15       2.721694440901e-12       5.089769159860e-13      -3.262059265124e-15 
  162       6.422099057725e-10       1.365690312917e-13      -6.038966312948e-12       1.126506908430e-15       2.672970371500e-12       5.020371777503e-13      -3.201620506958e-15 
  163       6.461829174445e-10       1.353309790327e-13      -6.001785692138e-12       1.141946005134e-15       2.625272173594e-12       4.951857549063e-13      -3.140716907190e-15 
  164       6.501130606709e-10       1.340577554086e-13      -5.960985815451e-12       1.157518531877e-15       2.578600842383e-12       4.884249731849e-13      -3.079410039578e-15 
  165       6.539992785916e-10       1.327517759762e-13      -5.916547815122e-12       1.173224484531e-15       2.532954491528e-12       4.817569113925e-13      -3.017763206241e-15 
  166       6.578404987563e-10       1.314155703200e-13      -5.868454900153e-12       1.189063828098e-15       2.488328290071e-12       4.751833951076e-13      -2.955841451755e-15 
  167       6.616356328522e-10       1.300517835942e-13      -5.816692396503e-12       1.205036496181e-15       2.444714399356e-12       4.687059903772e-13      -2.893711577249e-15 
  168       6.653835764322e-10       1.286631780649e-13      -5.761247787276e-12       1.221142390445e-15       2.402101909953e-12       4.623259974124e-13      -2.831442154501e-15 
  169       6.690832086433e-10       1.272526346524e-13      -5.702110752917e-12       1.237381380080e-15       2.360476778580e-12       4.560444442853e-13      -2.769103540031e-15 
  170       6.727333919543e-10       1.258231544725e-13      -5.639273211397e-12       1.253753301274e-15       2.319821765022e-12       4.498620806248e-13      -2.706767889195e-15 
  171       6.763329718842e-10       1.243778603792e-13      -5.572729358405e-12       1.270257956668e-15       2.280116369052e-12       4.437793713130e-13      -2.644509170282e-15 
  172       6.798807767299e-10       1.229199985065e-13      -5.502475707539e-12       1.286895114826e-15       2.241336767358e-12       4.377964901816e-13      -2.582403178611e-15 
  173       6.833756172947e-10       1.214529398102e-13      -5.428511130497e-12       1.303664509702e-15       2.203455750461e-12       4.319133137075e-13      -2.520527550619e-15 
  174       6.868162866162e-10       1.199801816104e-13      -5.350836897263e-12       1.320565840098e-15       2.166442659633e-12       4.261294147097e-13      -2.458961777965e-15 
  175       6.902015596943e-10       1.185053491332e-13      -5.269456716304e-12       1.337598769136e-15       2.130263323828e-12       4.204440560453e-13      -2.397787221616e-15 
  176       6.935301932193e-10       1.170321970526e-13      -5.184376774754e-12       1.354762923718e-15       2.094879996596e-12       4.148561843056e-13      -2.337087125950e-15 
  177       6.968009253004e-10       1.155646110331e-13      -5.095605778610e-12       1.372057893995e-15       2.060251293005e-12       4.093644235124e-13      -2.276946632845e-15 
