# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
   33       1.531894815678e-10       4.230169046810e-15       2.801527049934e-13       4.495590851545e-17       1.259612140871e-10       1.270134526823e-11      -8.258519703864e-15 
   34       1.555458928152e-10       4.687724109383e-15       2.816622702315e-13       4.771656596608e-17       1.187735611519e-10       1.201678117483e-11      -9.430811786620e-15 
   35       1.579212753830e-10       5.177725765658e-15       2.819594124878e-13       5.056101238741e-17       1.121450083148e-10       1.137447781787e-11      -1.030031476028e-14 
   36       1.603158958855e-10       5.700768887857e-15       2.809039294461e-13       5.348933460075e-17       1.060224621284e-10       1.078027120906e-11      -1.064868714290e-14 
   37       1.627257420321e-10       6.257419817828e-15       2.783682739613e-13       5.650161452325e-17       1.003263442329e-10       1.023697491372e-11      -1.030316041912e-14 
   38       1.651550847173e-10       6.848550314071e-15       2.743378313782e-13       5.959792717160e-17       9.504197206343e-11       9.742371580088e-12      -9.420894186113e-15 
   39       1.676069053249e-10       7.475107462282e-15       2.688445149340e-13       6.277834208925e-17       9.015260784234e-11       9.290021580005e-12      -8.302528045444e-15 
   40       1.700787966865e-10       8.138023065009e-15       2.619415794995e-13       6.604292392720e-17       8.561166101191e-11       8.869375013528e-12      -7.322157211535e-15 
   41       1.725657384854e-10       8.838163648705e-15       2.536817807890e-13       6.939172948391e-17       8.135892139308e-11       8.468973692875e-12      -6.829270676703e-15 
   42       1.750708935255e-10       9.576163234672e-15       2.440401955564e-13       7.282479758311e-17       7.738187391867e-11       8.088109371898e-12      -6.804778068783e-15 
   43       1.775973573686e-10       1.035253450304e-14       2.329684517808e-13       7.634215595920e-17       7.366996105699e-11       7.728401474222e-12      -7.100986246052e-15 
   44       1.801447719360e-10       1.116770886310e-14       2.204154004984e-13       7.994382379945e-17       7.019618333282e-11       7.390502807000e-12      -7.532451834026e-15 
   45       1.827109594383e-10       1.202207962883e-14       2.063287584941e-13       8.362980801362e-17       6.692674028967e-11       7.074220100610e-12      -7.917082545494e-15 
   46       1.852982211296e-10       1.291615717412e-14       1.906613321414e-13       8.740009112265e-17       6.385647451432e-11       6.779128826241e-12      -8.219590497850e-15 
   47       1.879083337172e-10       1.385045277359e-14       1.733661416320e-13       9.125463945347e-17       6.098179774124e-11       6.503990433719e-12      -8.446958144054e-15 
   48       1.905405076851e-10       1.482543354448e-14       1.543944539918e-13       9.519340601240e-17       5.829000052579e-11       6.246483429426e-12      -8.608892264221e-15 
   49       1.931911556773e-10       1.584152083937e-14       1.336955936873e-13       9.921633010656e-17       5.575857409818e-11       6.003126245402e-12      -8.717992883134e-15 
   50       1.958560626417e-10       1.689906198175e-14       1.112220536671e-13       1.033233372277e-16       5.336198518557e-11       5.770267796673e-12      -8.790156833854e-15 
   51       1.985381280599e-10       1.799824015699e-14       8.694690341117e-14       1.075143395450e-16       5.109574171999e-11       5.547555075289e-12      -8.845525700221e-15 
   52       2.012413248939e-10       1.913913728398e-14       6.085077872183e-14       1.117892348917e-16       4.895768727791e-11       5.335273469996e-12      -8.908087166919e-15 
   53       2.039683657217e-10       2.032175574069e-14       3.291705289142e-14       1.161479061564e-16       4.694079939514e-11       5.133335094098e-12      -9.005638552655e-15 
   54       2.067205841441e-10       2.154601550244e-14       3.131896741181e-15       1.205902209172e-16       4.503286214875e-11       4.941251898704e-12      -9.169966769856e-15 
   55       2.094985041346e-10       2.281180224331e-14      -2.851573860039e-14       1.251160400175e-16       4.322018871436e-11       4.758372345130e-12      -9.426788339015e-15 
   56       2.123039854016e-10       2.411913218963e-14      -6.203431591636e-14       1.297252466300e-16       4.150062204855e-11       4.584721867346e-12      -9.762230619199e-15 
   57       2.151384032554e-10       2.546802320705e-14      -9.742946076772e-14       1.344177237714e-16       3.987319035660e-11       4.420324104184e-12      -1.014833900914e-14 
   58       2.180019175673e-10       2.685844656835e-14      -1.347038326724e-13       1.391933459748e-16       3.833417414442e-11       4.264939376490e-12      -1.055237311802e-14 
   59       2.208933809798e-10       2.829032607729e-14      -1.738570680763e-13       1.440519792718e-16       3.687693659173e-11       4.118048068904e-12      -1.093658776620e-14 
   60       2.238102471163e-10       2.976353719242e-14      -2.148857233249e-13       1.489934811747e-16       3.549175392522e-11       3.978834011653e-12      -1.125801398608e-14 
   61       2.267498501535e-10       3.127782570222e-14      -2.577837685272e-13       1.540177168122e-16       3.416851228815e-11       3.846411358785e-12      -1.147827885076e-14 
   62       2.297137868181e-10       3.283254440161e-14      -3.025443277032e-13       1.591246116084e-16       3.290588947066e-11       3.720602327242e-12      -1.159613609396e-14 
   63       2.327043595698e-10       3.442685548587e-14      -3.491582298105e-13       1.643141104503e-16       3.170394249083e-11       3.601305334825e-12      -1.162188194949e-14 
   64       2.357232447106e-10       3.605980242293e-14      -3.976134535516e-13       1.695861630626e-16       3.056134584263e-11       3.488258192175e-12      -1.156805820608e-14 
   65       2.387714441073e-10       3.773030652463e-14      -4.478950878246e-13       1.749407245021e-16       2.947531282082e-11       3.381029210516e-12      -1.144955173255e-14 
   66       2.418492369138e-10       3.943716351795e-14      -4.999852921739e-13       1.803777556528e-16       2.844151684593e-11       3.279008309400e-12      -1.128369400304e-14 
   67       2.449561312929e-10       4.117904011630e-14      -5.538632572408e-13       1.858972237204e-16       2.745401278916e-11       3.181398124449e-12      -1.109036062220e-14 
   68       2.480914897196e-10       4.295461078113e-14      -6.095067367690e-13       1.914991109745e-16       2.650682238537e-11       3.087417583391e-12      -1.088823981674e-14 
   69       2.512566599343e-10       4.476300785038e-14      -6.668970924973e-13       1.971834419282e-16       2.559923937219e-11       2.996980411196e-12      -1.068253744004e-14 
   70       2.544531910320e-10       4.660345687743e-14      -7.260152051438e-13       2.029502625800e-16       2.473146291557e-11       2.910138765195e-12      -1.047494802262e-14 
   71       2.576821675924e-10       4.847514466461e-14      -7.868399939291e-13       2.087996333458e-16       2.390299316595e-11       2.826879534944e-12      -1.026726689472e-14 
   72       2.609441786295e-10       5.037721941994e-14      -8.493484172205e-13       2.147316297651e-16       2.311259514301e-11       2.747120883939e-12      -1.006139173108e-14 
   73       2.642392865402e-10       5.230879091378e-14      -9.135154731757e-13       2.207463432061e-16       2.235826262045e-11       2.670708791337e-12      -9.859324095746e-15 
   74       2.675669960546e-10       5.426893063555e-14      -9.793142003866e-13       2.268438815716e-16       2.163718201065e-11       2.597413593667e-12      -9.663170986862e-15 
   75       2.709262231845e-10       5.625667195038e-14      -1.046715678523e-12       2.330243700045e-16       2.094569624945e-11       2.526926526551e-12      -9.475146381474e-15 
   76       2.743159024615e-10       5.827094460396e-14      -1.115688656637e-12       2.392879439782e-16       2.028021106998e-11       2.458940750445e-12      -9.297305586043e-15 
   77       2.777370051283e-10       6.031036410220e-14      -1.186198358401e-12       2.456347255530e-16       1.964018445237e-11       2.393419130552e-12      -9.130688946956e-15 
   78       2.811908342709e-10       6.237340403014e-14      -1.258207459154e-12       2.520648440517e-16       1.902561923318e-11       2.330369231736e-12      -8.976024072619e-15 
   79       2.846784015086e-10       6.445845712626e-14      -1.331676432039e-12       2.585784438316e-16       1.843615255869e-11       2.269761468529e-12      -8.833975304603e-15 
   80       2.882004090314e-10       6.656383409288e-14      -1.406563541010e-12       2.651756848336e-16       1.787103909412e-11       2.211527379260e-12      -8.705139783405e-15 
   81       2.917572316387e-10       6.868776240662e-14      -1.482824833840e-12       2.718567431319e-16       1.732913423274e-11       2.155557900189e-12      -8.590043514213e-15 
   82       2.953488987762e-10       7.082838512886e-14      -1.560414135130e-12       2.786218114831e-16       1.680887730514e-11       2.101701639631e-12      -8.489137432672e-15 
   83       2.989750765750e-10       7.298375971616e-14      -1.639283039321e-12       2.854710998762e-16       1.630827478835e-11       2.049763152091e-12      -8.402793470647e-15 
   84       3.026353612652e-10       7.515193024987e-14      -1.719381434694e-12       2.924048327953e-16       1.582538378041e-11       1.999551545075e-12      -8.330996909071e-15 
   85       3.063302546538e-10       7.733116048847e-14      -1.800659190522e-12       2.994232392846e-16       1.535989129426e-11       1.951039338465e-12      -8.272373454883e-15 
   86       3.100603181800e-10       7.951973744901e-14      -1.883064738095e-12       3.065265622359e-16       1.491176720950e-11       1.904226898814e-12      -8.224992910917e-15 
   87       3.138258633754e-10       8.171590146680e-14      -1.966544566498e-12       3.137150620162e-16       1.448077902579e-11       1.859093581216e-12      -8.186649642856e-15 
   88       3.176269391359e-10       8.391784623980e-14      -2.051043224542e-12       3.209890169610e-16       1.406648347986e-11       1.815596849363e-12      -8.154853540583e-15 
   89       3.214633189922e-10       8.612371887301e-14      -2.136503322697e-12       3.283487238691e-16       1.366821816254e-11       1.773671395601e-12      -8.126820979523e-15 
   90       3.253344883811e-10       8.833161992281e-14      -2.222865535026e-12       3.357944984969e-16       1.328509313573e-11       1.733228260989e-12      -8.099465781991e-15 
   91       3.292396319172e-10       9.053960344140e-14      -2.310068601119e-12       3.433266760522e-16       1.291598254942e-11       1.694153955356e-12      -8.069390178535e-15 
   92       3.331776206633e-10       9.274567702112e-14      -2.398049328023e-12       3.509456116885e-16       1.255951625870e-11       1.656309577356e-12      -8.032875769282e-15 
   93       3.371473809122e-10       9.494783161293e-14      -2.486743545188e-12       3.586516892289e-16       1.221440424827e-11       1.619564735755e-12      -7.986738444453e-15 
   94       3.411490916234e-10       9.714413601549e-14      -2.576089129390e-12       3.664453477643e-16       1.188048392908e-11       1.583907060458e-12      -7.931059861335e-15 
   95       3.451831443846e-10       9.933265674536e-14      -2.666023440449e-12       3.743270599875e-16       1.155781558881e-11       1.549347611661e-12      -7.866851981615e-15 
   96       3.492497705569e-10       1.015114299763e-13      -2.756482423565e-12       3.822973249198e-16       1.124635985559e-11       1.515887149332e-12      -7.795232499546e-15 
   97       3.533490337827e-10       1.036784619922e-13      -2.847400624335e-12       3.903566685179e-16       1.094597388345e-11       1.483515730981e-12      -7.717427662715e-15 
   98       3.574808224943e-10       1.058317296404e-13      -2.938711203770e-12       3.985056442810e-16       1.065640753768e-11       1.452212309423e-12      -7.634775092818e-15 
   99       3.616448424215e-10       1.079691807845e-13      -3.030345953305e-12       4.067448338585e-16       1.037729958027e-11       1.421944330555e-12      -7.548726606430e-15 
  100       3.658406090999e-10       1.100887347577e-13      -3.122235309816e-12       4.150748476565e-16       1.010817385526e-11       1.392667331115e-12      -7.460851035772e-15 
  101       3.700674403792e-10       1.121882828155e-13      -3.214308370639e-12       4.234963254455e-16       9.848435474200e-12       1.364324536456e-12      -7.372837049490e-15 
  102       3.743244489311e-10       1.142656885894e-13      -3.306492908577e-12       4.320099369673e-16       9.597367001482e-12       1.336846458310e-12      -7.286495973420e-15 
  103       3.786105347574e-10       1.163187885393e-13      -3.398715386922e-12       4.406163825423e-16       9.354124639794e-12       1.310150492559e-12      -7.203764611361e-15 
  104       3.829246290602e-10       1.183454461504e-13      -3.490901613095e-12       4.493163721931e-16       9.117929137950e-12       1.284160276228e-12      -7.126290220230e-15 
  105       3.872664795070e-10       1.203437218833e-13      -3.582978767809e-12       4.581105584952e-16       8.888676100968e-12       1.258867602826e-12      -7.054115510048e-15 
  106       3.916359575703e-10       1.223117271334e-13      -3.674873679284e-12       4.669995957453e-16       8.666401396285e-12       1.234278159923e-12      -6.986820438391e-15 
  107       3.960328119655e-10       1.242475735681e-13      -3.766512230865e-12       4.759841610013e-16       8.451092138846e-12       1.210392333943e-12      -6.923922443666e-15 
  108       4.004566639213e-10       1.261493741714e-13      -3.857819383053e-12       4.850649544533e-16       8.242685016307e-12       1.187205025066e-12      -6.864874674169e-15 
  109       4.049070024499e-10       1.280152442866e-13      -3.948719195535e-12       4.942426997951e-16       8.041064614246e-12       1.164705462127e-12      -6.809064217153e-15 
  110       4.093831796175e-10       1.298433026607e-13      -4.039134849223e-12       5.035181445949e-16       7.846061741366e-12       1.142877017524e-12      -6.755810327883e-15 
  111       4.138844058146e-10       1.316316724876e-13      -4.128988668281e-12       5.128920606666e-16       7.657451754701e-12       1.121697022113e-12      -6.704362658698e-15 
  112       4.184097450260e-10       1.333784824521e-13      -4.218202142163e-12       5.223652444411e-16       7.474952884828e-12       1.101136580118e-12      -6.653899488074e-15 
  113       4.229581101017e-10       1.350818677734e-13      -4.306695947639e-12       5.319385173368e-16       7.298224561068e-12       1.081160384026e-12      -6.603525949685e-15 
  114       4.275282580268e-10       1.367399712488e-13      -4.394389970836e-12       5.416127261313e-16       7.126865736693e-12       1.061726529497e-12      -6.552272261462e-15 
  115       4.321187851919e-10       1.383509442974e-13      -4.481203329262e-12       5.513887433321e-16       6.960413214138e-12       1.042786330258e-12      -6.499091954656e-15 
  116       4.367283303805e-10       1.399129980383e-13      -4.567055478723e-12       5.612674409165e-16       6.798442990620e-12       1.024295006670e-12      -6.443084884940e-15 
  117       4.413562218411e-10       1.414245613399e-13      -4.651869639613e-12       5.712496071332e-16       6.640891854317e-12       1.006245621410e-12      -6.384200812026e-15 
  118       4.460019003712e-10       1.428841440357e-13      -4.735569830509e-12       5.813360202353e-16       6.487771925208e-12       9.886389413458e-13      -6.322618434680e-15 
  119       4.506647157783e-10       1.442902900792e-13      -4.818079851844e-12       5.915274743405e-16       6.339070377632e-12       9.714728450675e-13      -6.258528476942e-15 
  120       4.553439239867e-10       1.456415790295e-13      -4.899323317539e-12       6.018247795669e-16       6.194748676365e-12       9.547422339341e-13      -6.192133904645e-15 
  121       4.600386841445e-10       1.469366275379e-13      -4.979223686624e-12       6.122287621686e-16       6.054741812711e-12       9.384389431166e-13      -6.123650141942e-15 
  122       4.647480557306e-10       1.481740908334e-13      -5.057704294862e-12       6.227402646715e-16       5.918957540586e-12       9.225516526425e-13      -6.053305287827e-15 
  123       4.694709956612e-10       1.493526642092e-13      -5.134688386377e-12       6.333601460087e-16       5.787275612602e-12       9.070657984405e-13      -5.981340332659e-15 
  124       4.742063553971e-10       1.504710845087e-13      -5.210099145278e-12       6.440892816563e-16       5.659547016158e-12       8.919634833842e-13      -5.908009374690e-15 
  125       4.789528780505e-10       1.515281316112e-13      -5.283859727281e-12       6.549285637689e-16       5.535593209519e-12       8.772233883369e-13      -5.833579836583e-15 
  126       4.837091954919e-10       1.525226299185e-13      -5.355893291340e-12       6.658789013154e-16       5.415205357906e-12       8.628206831955e-13      -5.758332681941e-15 
  127       4.884738254570e-10       1.534534498405e-13      -5.426123031266e-12       6.769412202143e-16       5.298143569580e-12       8.487269379355e-13      -5.682562631827e-15 
  128       4.932451686535e-10       1.543195092816e-13      -5.494472207356e-12       6.881164634698e-16       5.184136131928e-12       8.349100336544e-13      -5.606578381289e-15 
  129       4.980216718497e-10       1.551198173347e-13      -5.560865055220e-12       6.994055627490e-16       5.072937796781e-12       8.213416797097e-13      -5.530658725765e-15 
  130       5.028023435130e-10       1.558536076269e-13      -5.625229557836e-12       7.108093493013e-16       4.964513488129e-12       8.080210864337e-13      -5.454915038692e-15 
  131       5.075862895332e-10       1.565202224788e-13      -5.687495038771e-12       7.223286334778e-16       4.858873397541e-12       7.949537333251e-13      -5.379414046478e-15 
  132       5.123725506235e-10       1.571190737776e-13      -5.747591349769e-12       7.339642323453e-16       4.756015403411e-12       7.821439615537e-13      -5.304220468298e-15 
  133       5.171601006146e-10       1.576496447654e-13      -5.805448908648e-12       7.457169696173e-16       4.655924729577e-12       7.695949394307e-13      -5.229396917120e-15 
  134       5.219478447495e-10       1.581114918273e-13      -5.860998737208e-12       7.575876755856e-16       4.558573603943e-12       7.573086278797e-13      -5.155003800739e-15 
  135       5.267346179783e-10       1.585042462796e-13      -5.914172499127e-12       7.695771870516e-16       4.463920917097e-12       7.452857459076e-13      -5.081099222806e-15 
  136       5.315191832524e-10       1.588276161574e-13      -5.964902537866e-12       7.816863472571e-16       4.371911880936e-12       7.335257360747e-13      -5.007738883861e-15 
  137       5.363002298195e-10       1.590813880034e-13      -6.013121914571e-12       7.939160058161e-16       4.282477687280e-12       7.220267299662e-13      -4.934975982363e-15 
  138       5.410763715179e-10       1.592654286556e-13      -6.058764445972e-12       8.062670186460e-16       4.195535166500e-12       7.107855136626e-13      -4.862861115721e-15 
  139       5.458461450715e-10       1.593796870352e-13      -6.101764742291e-12       8.187402478987e-16       4.110986446130e-12       6.997974932103e-13      -4.791442181324e-15 
  140       5.506080083839e-10       1.594241959350e-13      -6.142058245136e-12       8.313365618918e-16       4.028718609495e-12       6.890566600925e-13      -4.720764277577e-15 
  141       5.553603388335e-10       1.593990738076e-13      -6.179581265409e-12       8.440568350402e-16       3.948603354327e-12       6.785555566999e-13      -4.650869604924e-15 
  142       5.601014315677e-10       1.593045265529e-13      -6.214271021208e-12       8.569019477872e-16       3.870496651385e-12       6.682852418016e-13      -4.581797366886e-15 
  143       5.648294977979e-10       1.591408493070e-13      -6.246065675724e-12       8.698727865358e-16       3.794238403081e-12       6.582352560156e-13      -4.513583671088e-15 
  144       5.695428111253e-10       1.589084400470e-13      -6.274905116229e-12       8.829701910106e-16       3.719685953099e-12       6.483958632036e-13      -4.446251934147e-15 
  145       5.742401663782e-10       1.586078381457e-13      -6.300733297572e-12       8.961947906407e-16       3.646819059263e-12       6.387650965944e-13      -4.379783239145e-15 
  146       5.789204629789e-10       1.582396930348e-13      -6.323496202842e-12       9.095471518407e-16       3.575644668824e-12       6.293423449092e-13      -4.314142854059e-15 
  147       5.835825601268e-10       1.578047545685e-13      -6.343141164826e-12       9.230278287639e-16       3.506163851197e-12       6.201261175546e-13      -4.249289313307e-15 
  148       5.882252759438e-10       1.573038748794e-13      -6.359616908162e-12       9.366373629315e-16       3.438371651125e-12       6.111140231732e-13      -4.185174264208e-15 
  149       5.928473866197e-10       1.567380102344e-13      -6.372873591508e-12       9.503762828618e-16       3.372256941850e-12       6.023027481944e-13      -4.121742313430e-15 
  150       5.974476255575e-10       1.561082228909e-13      -6.382862849697e-12       9.642451036994e-16       3.307802278277e-12       5.936880353854e-13      -4.058930873453e-15 
  151       6.020246825188e-10       1.554156829528e-13      -6.389537835900e-12       9.782443268443e-16       3.244983750139e-12       5.852646624017e-13      -3.996670009020e-15 
  152       6.065772027693e-10       1.546616702263e-13      -6.392853263790e-12       9.923744395809e-16       3.183770835166e-12       5.770264203378e-13      -3.934882283594e-15 
  153       6.111037862238e-10       1.538475760761e-13      -6.392765449696e-12       1.006635914707e-15       3.124126252251e-12       5.689660922782e-13      -3.873482605814e-15 
  154       6.156029865922e-10       1.529749052812e-13      -6.389232354773e-12       1.021029210165e-15       3.066005814615e-12       5.610754318481e-13      -3.812378075947e-15 
  155       6.200733105240e-10       1.520452778913e-13      -6.382213627155e-12       1.035554768666e-15       3.009358282974e-12       5.533451417641e-13      -3.751467832350e-15 
  156       6.245132167544e-10       1.510604310822e-13      -6.371670644122e-12       1.050213017326e-15       2.954125218707e-12       5.457648523850e-13      -3.690642897920e-15 
  157       6.289211152496e-10       1.500222210125e-13      -6.357566554256e-12       1.065004367288e-15       2.900240837020e-12       5.383231002624e-13      -3.629786026550e-15 
  158       6.332953663515e-10       1.489326246790e-13      -6.339866319606e-12       1.079929213357e-15       2.847631860113e-12       5.310073066917e-13      -3.568771549586e-15 
  159       6.376342799240e-10       1.477937417731e-13      -6.318536757849e-12       1.094987933626e-15       2.796217370349e-12       5.238037562629e-13      -3.507465222285e-15 
  160       6.419361144975e-10       1.466077965367e-13      -6.293546584446e-12       1.110180889104e-15       2.745908663416e-12       5.166975754111e-13      -3.445724070265e-15 
  161       6.461991964271e-10       1.453770871264e-13      -6.264866443272e-12       1.125508384961e-15       2.696627397664e-12       5.096760160104e-13      -3.383432650524e-15 
  162       6.504222910002e-10       1.441038247792e-13      -6.232468913012e-12       1.140970551166e-15       2.648362154014e-12       5.027386775054e-13      -3.320615760426e-15 
  163       6.546042626659e-10       1.427902839047e-13      -6.196328581906e-12       1.156567450534e-15       2.601116620456e-12       4.958881519655e-13      -3.257335448822e-15 
  164       6.587439576748e-10       1.414388548992e-13      -6.156422101113e-12       1.172299115623e-15       2.554891683580e-12       4.891267941515e-13      -3.193655511819e-15 
  165       6.628402037766e-10       1.400520457604e-13      -6.112728226818e-12       1.188165548185e-15       2.509685365919e-12       4.824567152722e-13      -3.129641506774e-15 
  166       6.668918099170e-10       1.386324837016e-13      -6.065227862337e-12       1.204166718616e-15       2.465492763298e-12       4.758797767413e-13      -3.065360766289e-15 
  167       6.708975659361e-10       1.371829167665e-13      -6.013904100229e-12       1.220302565415e-15       2.422305982176e-12       4.693975839344e-13      -3.000882412203e-15 
  168       6.748562422653e-10       1.357062154433e-13      -5.958742264403e-12       1.236572994632e-15       2.380114076990e-12       4.630114799457e-13      -2.936277369588e-15 
  169       6.787665896249e-10       1.342053742796e-13      -5.899729952225e-12       1.252977879321e-15       2.338902987502e-12       4.567225393448e-13      -2.871618380743e-15 
  170       6.826273387220e-10       1.326835134968e-13      -5.836857076624e-12       1.269517058992e-15       2.298655476143e-12       4.505315619339e-13      -2.806980019187e-15 
  171       6.864371999476e-10       1.311438806043e-13      -5.770115908206e-12       1.286190339066e-15       2.259351065357e-12       4.444390665042e-13      -2.742438703658e-15 
  172       6.901948630742e-10       1.295898520145e-13      -5.699501117356e-12       1.302997490327e-15       2.220965974947e-12       4.384452845929e-13      -2.678072712100e-15 
  173       6.938989969537e-10       1.280249346567e-13      -5.625009816348e-12       1.319938248370e-15       2.183473059418e-12       4.325501542403e-13      -2.613962195662e-15 
  174       6.975482492143e-10       1.264527675922e-13      -5.546641601453e-12       1.337012313061e-15       2.146841745326e-12       4.267533137462e-13      -2.550189192694e-15 
  175       7.011412459588e-10       1.248771236284e-13      -5.464398595049e-12       1.354219347984e-15       2.111037968615e-12       4.210540954271e-13      -2.486837642735e-15 
  176       7.046765914613e-10       1.233019109334e-13      -5.378285487726e-12       1.371558979894e-15       2.076024111971e-12       4.154515193731e-13      -2.423993400514e-15 
  177       7.081528678653e-10       1.217311746507e-13      -5.288309580393e-12       1.389030798173e-15       2.041758942159e-12       4.099442872043e-13      -2.361744249940e-15 
